Cluster_name,r_kpc,rerr_kpc,kT_keV,kT_err_minus,kT_err_plus,ne_g_cm3,ne_err_minus,ne_err_plus,K,K_err_minus,K_err_plus,RA,DEC
--,kpc,kpc,keV,keV,keV,g cm3,g cm3,g cm3,keV cm2,keV cm2,keV cm2,deg,deg
--,--,--,--,--,--,--,--,--,--,--,--,--,--
ABELL_1285,179.742,4.858,6.137,0.583,0.518,0.001808,0.0002487,0.0002888,413.538,66.086,95.012,172.59317,-14.58071
ABELL_1285,189.458,4.858,6.017,0.561,0.476,0.002533,0.000169,0.0001811,323.798,38.193,48.137,172.59317,-14.58071
ABELL_1285,199.173,4.858,5.945,0.55,0.457,0.001795,0.0002133,0.0002424,402.531,57.741,81.876,172.59317,-14.58071
ABELL_1285,208.889,4.858,5.996,0.566,0.495,0.002709,0.0001349,0.0001444,308.52,34.499,41.682,172.59317,-14.58071
ABELL_1285,218.605,4.858,6.048,0.582,0.534,0.001735,0.000181,0.0002141,418.817,61.398,82.464,172.59317,-14.58071
ABELL_1285,228.321,4.858,6.099,0.599,0.572,0.001842,0.000154,0.0001842,405.85,57.223,72.275,172.59317,-14.58071
ABELL_1285,238.036,4.858,6.151,0.615,0.61,0.001712,-0.00107,0.001541,429.719,-314.783,1764.402,172.59317,-14.58071
ABELL_1285,247.752,4.858,6.202,0.632,0.649,0.001592,0.0001478,0.0001952,454.959,71.001,92.036,172.59317,-14.58071
ABELL_1285,257.468,4.858,6.254,0.648,0.687,0.001381,0.0001733,0.0002032,504.218,89.408,114.545,172.59317,-14.58071
ABELL_1285,267.184,4.858,6.306,0.665,0.725,0.002003,0.0001188,0.0001289,396.856,58.897,61.717,172.59317,-14.58071
ABELL_1285,276.899,4.858,6.187,0.645,0.693,0.001238,0.0001725,0.0002035,536.667,99.857,131.333,172.59317,-14.58071
ABELL_1285,286.615,4.858,6.039,0.619,0.65,0.001086,0.0001835,0.0002216,571.538,111.888,162.132,172.59317,-14.58071
ABELL_1285,296.331,4.858,5.892,0.594,0.606,0.0007689,0.0002344,0.0003496,701.988,174.555,455.636,172.59317,-14.58071
ABELL_1285,306.047,4.858,5.744,0.568,0.562,0.001755,0.0001119,0.0001195,394.857,53.017,59.944,172.59317,-14.58071
ABELL_1285,315.763,4.858,5.597,0.542,0.518,0.001148,0.0001592,0.0001852,510.494,85.69,119.151,172.59317,-14.58071
ABELL_1285,325.478,4.858,5.449,0.517,0.474,0.001524,0.0001192,0.0001294,411.417,54.213,66.456,172.59317,-14.58071
ABELL_1285,335.194,4.858,5.302,0.491,0.431,0.001012,0.0001643,0.0001967,526.03,88.845,137.826,172.59317,-14.58071
ABELL_1285,344.91,4.858,5.154,0.466,0.387,0.001397,0.0001193,0.0001305,412.554,51.263,67.67,172.59317,-14.58071
ABELL_1285,354.626,4.858,5.007,0.44,0.343,0.001444,0.0001111,0.0001204,391.922,44.457,59.913,172.59317,-14.58071
ABELL_1285,369.199,9.716,4.834,0.41,0.292,0.0008874,8.89E-05,9.89E-05,523.426,61.972,90.966,172.59317,-14.58071
ABELL_1285,388.631,9.716,4.826,0.412,0.293,0.001105,6.88E-05,7.33E-05,451.464,44.122,61.441,172.59317,-14.58071
ABELL_1285,408.062,9.716,4.818,0.413,0.294,0.0007567,9.18E-05,0.0001028,580.225,75.403,114.143,172.59317,-14.58071
ABELL_1285,427.494,9.716,4.81,0.414,0.294,0.001071,6.25E-05,6.63E-05,459.636,44.138,61.319,172.59317,-14.58071
ABELL_1285,446.925,9.716,4.802,0.415,0.295,0.000864,7.13E-05,7.65E-05,529.412,58.128,82.467,172.59317,-14.58071
ABELL_1285,466.357,9.716,4.795,0.417,0.296,0.0007551,7.42E-05,8.23E-05,578.205,68.532,100.5,172.59317,-14.58071
ABELL_1285,485.789,9.716,4.787,0.418,0.297,0.0009154,5.86E-05,6.16E-05,507.735,50.765,70.584,172.59317,-14.58071
ABELL_1285,505.22,9.716,4.779,0.419,0.297,0.0008131,6.03E-05,6.51E-05,548.559,58.089,82.276,172.59317,-14.58071
ABELL_1285,524.652,9.716,4.771,0.421,0.298,0.0007492,6.05E-05,6.47E-05,578.373,63.491,90.064,172.59317,-14.58071
ABELL_1285,544.083,9.716,4.763,0.422,0.299,0.0005841,7.05E-05,7.89E-05,681.672,89.502,135.747,172.59317,-14.58071
ABELL_1285,563.515,9.716,4.763,0.422,0.299,0.0008096,4.96E-05,5.20E-05,548.325,54.393,75.588,172.59317,-14.58071
ABELL_1285,582.946,9.716,4.763,0.422,0.299,0.0005322,6.80E-05,7.68E-05,725.239,97.908,150.687,172.59317,-14.58071
ABELL_1285,607.236,14.574,4.763,0.422,0.299,0.0006472,3.78E-05,3.95E-05,636.614,62.1,86.09,172.59317,-14.58071
ABELL_1285,636.383,14.574,4.763,0.422,0.299,0.0004227,5.20E-05,5.89E-05,845.639,112.1,171.772,172.59317,-14.58071
ABELL_1285,680.104,29.147,4.763,0.422,0.299,0.0003804,1.55E-05,1.56E-05,907.172,79.283,108.297,172.59317,-14.58071
SDSS_J015021.27-100530.5_GROUP,12.687,12.687,3.499,0.268,0.26,0.07077,0.001723,0.001726,20.451,1.821,1.932,27.58867,-10.09175
SDSS_J015021.27-100530.5_GROUP,38.061,12.687,4.199,0.525,0.399,0.0253,0.0008008,0.000807,48.727,5.535,7.291,27.58867,-10.09175
SDSS_J015021.27-100530.5_GROUP,63.435,12.687,5.227,0.902,0.603,0.01439,0.0005223,0.0005303,88.33,12.018,17.874,27.58867,-10.09175
SDSS_J015021.27-100530.5_GROUP,88.808,12.687,5.311,0.904,0.644,0.009862,0.0004008,0.0004102,115.487,16.653,23.534,27.58867,-10.09175
SDSS_J015021.27-100530.5_GROUP,114.182,12.687,4.909,0.711,0.6,0.00712,0.0003448,0.0003509,132.624,19.835,24.418,27.58867,-10.09175
SDSS_J015021.27-100530.5_GROUP,139.556,12.687,4.507,0.519,0.557,0.005661,0.0002967,0.0003033,141.897,21.714,22.259,27.58867,-10.09175
SDSS_J015021.27-100530.5_GROUP,177.617,25.374,4.5,0.624,0.608,0.003972,0.0001429,0.0001459,179.431,27.875,30.026,27.58867,-10.09175
SDSS_J015021.27-100530.5_GROUP,228.365,25.374,4.524,0.794,0.687,0.002696,0.0001244,0.0001263,233.565,41.351,49.915,27.58867,-10.09175
SDSS_J015021.27-100530.5_GROUP,291.799,38.061,4.553,0.999,0.782,0.001841,7.70E-05,7.79E-05,303.06,58.845,77.334,27.58867,-10.09175
SDSS_J015021.27-100530.5_GROUP,380.608,50.748,4.572,1.137,0.846,0.001042,5.99E-05,6.16E-05,444.743,95.55,133.6,27.58867,-10.09175
SDSS_J015021.27-100530.5_GROUP,520.164,88.808,4.572,1.137,0.846,0.0007588,2.97E-05,2.99E-05,549.578,112.996,155.31,27.58867,-10.09175
ABELL_1930,5.842,5.842,2.175,0.098,0.1,0.06036,0.001277,0.001276,14.135,0.837,0.849,218.15786,31.64791
ABELL_1930,17.527,5.842,2.639,0.157,0.146,0.02043,0.0006262,0.0006356,35.302,2.612,2.891,218.15786,31.64791
ABELL_1930,29.211,5.842,3.49,0.264,0.229,0.01222,0.0004113,0.0004169,65.777,5.66,6.635,218.15786,31.64791
ABELL_1930,40.896,5.842,3.939,0.317,0.295,0.008835,0.0003193,0.0003257,92.175,8.894,9.939,218.15786,31.64791
ABELL_1930,52.58,5.842,4.101,0.33,0.348,0.006817,0.0002768,0.0002842,114.055,12.402,12.736,218.15786,31.64791
ABELL_1930,64.264,5.842,4.232,0.349,0.374,0.006272,0.0002204,0.0002248,124.44,13.588,13.568,218.15786,31.64791
ABELL_1930,75.949,5.842,4.341,0.37,0.382,0.004904,0.0002125,0.0002186,150.398,17.05,17.872,218.15786,31.64791
ABELL_1930,87.633,5.842,4.439,0.451,0.382,0.004507,0.0001779,0.0001823,162.678,17.806,21.514,218.15786,31.64791
ABELL_1930,99.318,5.842,4.527,0.576,0.378,0.003764,0.0001629,0.0001676,187.079,20.398,30.302,218.15786,31.64791
ABELL_1930,111.002,5.842,4.449,0.588,0.404,0.003222,0.0001565,0.0001619,203.965,24.295,35.043,218.15786,31.64791
ABELL_1930,122.687,5.842,4.238,0.509,0.455,0.003038,0.0001461,0.000151,202.057,27.244,32.096,218.15786,31.64791
ABELL_1930,134.371,5.842,4.383,0.508,0.504,0.002618,0.0001449,0.000151,230.743,33.754,37.169,218.15786,31.64791
ABELL_1930,146.055,5.842,4.824,0.573,0.553,0.002322,0.0001383,0.0001447,275.146,40.727,46.194,218.15786,31.64791
ABELL_1930,157.74,5.842,5.203,0.632,0.596,0.002185,0.0001269,0.0001326,309.023,45.497,52.331,218.15786,31.64791
ABELL_1930,169.424,5.842,4.998,0.635,0.593,0.002208,0.0001114,0.0001155,294.799,43.392,49.587,218.15786,31.64791
ABELL_1930,181.109,5.842,4.794,0.638,0.591,0.001439,0.0001468,0.0001609,376.126,67.062,85.142,218.15786,31.64791
ABELL_1930,192.793,5.842,4.582,0.637,0.584,0.002021,9.78E-05,0.0001011,286.675,44.29,51.227,218.15786,31.64791
ABELL_1930,204.478,5.842,4.287,0.588,0.521,0.001336,0.0001284,0.0001398,353.423,61.395,79.228,218.15786,31.64791
ABELL_1930,216.162,5.842,3.993,0.54,0.459,0.001531,0.0001023,0.0001079,300.637,45.774,57.672,218.15786,31.64791
ABELL_1930,227.846,5.842,3.699,0.491,0.396,0.001598,8.89E-05,9.26E-05,270.585,37.551,48.371,218.15786,31.64791
ABELL_1930,239.531,5.842,3.697,0.476,0.382,0.0009376,0.0001298,0.0001484,385.948,68.586,102.759,218.15786,31.64791
ABELL_1930,251.215,5.842,3.87,0.482,0.398,0.001587,7.44E-05,7.68E-05,284.398,36.89,46.136,218.15786,31.64791
ABELL_1930,268.742,11.684,4.125,0.489,0.42,0.00102,5.37E-05,5.58E-05,407.108,53.741,65.695,218.15786,31.64791
ABELL_1930,292.111,11.684,4.47,0.5,0.45,0.0009401,4.97E-05,5.16E-05,465.754,61.037,71.947,218.15786,31.64791
ABELL_1930,315.48,11.684,4.709,0.507,0.471,0.0009616,4.23E-05,4.35E-05,483.36,60.651,68.837,218.15786,31.64791
ABELL_1930,338.849,11.684,4.709,0.507,0.471,0.0007232,4.87E-05,5.14E-05,584.468,80.838,95.558,218.15786,31.64791
ABELL_1930,362.217,11.684,4.709,0.507,0.471,0.0006509,2.56E-05,2.58E-05,626.998,77.062,86.46,218.15786,31.64791
NSC_J092017+303027,29.993,29.993,7.109,0.656,0.732,0.005468,0.0003971,0.0004153,229.058,32.969,34.668,140.11048,30.49381
NSC_J092017+303027,79.981,19.995,7.109,0.656,0.732,0.003091,0.0002748,0.0002959,334.996,51.081,56.3,140.11048,30.49381
NSC_J092017+303027,119.971,19.995,7.09,0.66,0.737,0.002994,0.0001636,0.0001702,341.328,46.123,46.623,140.11048,30.49381
NSC_J092017+303027,159.962,19.995,6.959,0.688,0.769,0.002149,0.0001455,0.0001528,417.966,62.062,64.452,140.11048,30.49381
NSC_J092017+303027,199.952,19.995,6.829,0.715,0.801,0.00199,0.0001109,0.0001155,431.657,64.142,64.605,140.11048,30.49381
NSC_J092017+303027,239.943,19.995,6.698,0.743,0.833,0.001569,0.0001053,0.0001111,496.156,80.105,82.675,140.11048,30.49381
NSC_J092017+303027,279.933,19.995,6.568,0.77,0.865,0.001508,8.44E-05,8.80E-05,499.386,81.229,81.396,140.11048,30.49381
NSC_J092017+303027,319.924,19.995,6.437,0.798,0.897,0.001152,8.60E-05,9.15E-05,585.673,105.238,109.927,140.11048,30.49381
NSC_J092017+303027,359.914,19.995,6.301,0.8,0.898,0.001146,7.13E-05,7.49E-05,575.256,101.418,102.924,140.11048,30.49381
NSC_J092017+303027,399.904,19.995,6.155,0.755,0.839,0.001023,6.72E-05,7.08E-05,606.173,104.346,107.657,140.11048,30.49381
NSC_J092017+303027,439.895,19.995,6.01,0.71,0.78,0.0007515,7.63E-05,8.36E-05,727.022,133.863,152.33,140.11048,30.49381
NSC_J092017+303027,479.885,19.995,5.864,0.664,0.721,0.0007137,7.13E-05,7.80E-05,734.263,129.906,148.716,140.11048,30.49381
NSC_J092017+303027,519.876,19.995,5.718,0.619,0.662,0.0009382,5.03E-05,5.23E-05,596.689,87.154,90.356,140.11048,30.49381
NSC_J092017+303027,559.866,19.995,5.573,0.573,0.603,0.0008043,5.20E-05,5.47E-05,644.372,93.252,100.456,140.11048,30.49381
NSC_J092017+303027,599.857,19.995,5.427,0.528,0.544,0.0007868,4.74E-05,4.96E-05,636.799,85.777,92.956,140.11048,30.49381
NSC_J092017+303027,639.847,19.995,5.325,0.496,0.503,0.0005454,6.05E-05,6.70E-05,797.74,124.281,153.908,140.11048,30.49381
NSC_J092017+303027,689.835,29.993,5.325,0.496,0.503,0.0005227,4.00E-05,4.27E-05,820.688,113.212,128.862,140.11048,30.49381
NSC_J092017+303027,749.821,29.993,5.325,0.496,0.503,0.0005718,3.29E-05,3.43E-05,772.915,98.604,107.579,140.11048,30.49381
NSC_J092017+303027,809.806,29.993,5.325,0.496,0.503,0.0003519,4.32E-05,4.85E-05,1068.413,172.834,220.915,140.11048,30.49381
NSC_J092017+303027,869.792,29.993,5.325,0.496,0.503,0.00049,2.79E-05,2.91E-05,856.772,109.044,118.831,140.11048,30.49381
NSC_J092017+303027,979.766,79.981,5.325,0.496,0.503,0.0003616,1.31E-05,1.34E-05,1049.17,121.394,126.937,140.11048,30.49381
ABELL_3120,6.595,6.595,2.094,0.116,0.146,0.01859,0.001549,0.001616,29.834,3.522,3.62,50.48527,-51.3265
ABELL_3120,16.489,3.298,2.141,0.136,0.166,0.01199,0.0006787,0.0007008,40.882,4.524,4.378,50.48527,-51.3265
ABELL_3120,23.084,3.298,2.189,0.156,0.186,0.008204,0.0005457,0.0005708,53.82,6.637,6.683,50.48527,-51.3265
ABELL_3120,29.68,3.298,2.237,0.177,0.206,0.007459,0.0003872,0.0003982,58.609,7.158,6.983,50.48527,-51.3265
ABELL_3120,39.573,6.595,2.372,0.217,0.246,0.004938,0.0001909,0.0001955,81.795,10.306,9.931,50.48527,-51.3265
ABELL_3120,52.764,6.595,2.681,0.295,0.322,0.00324,0.0001711,0.0001778,122.421,18.347,18.706,50.48527,-51.3265
ABELL_3120,65.955,6.595,2.756,0.303,0.385,0.002538,0.0001493,0.0001561,148.163,25.464,23.393,50.48527,-51.3265
ABELL_3120,79.146,6.595,2.675,0.262,0.439,0.002097,0.0001373,0.0001446,163.274,32.431,24.766,50.48527,-51.3265
ABELL_3120,92.337,6.595,2.546,0.246,0.443,0.00209,0.0001123,0.0001168,155.748,31.509,21.721,50.48527,-51.3265
ABELL_3120,108.826,9.893,2.341,0.248,0.402,0.001449,9.06E-05,9.51E-05,182.883,37.371,28.735,50.48527,-51.3265
ABELL_3120,128.612,9.893,2.284,0.317,0.389,0.001373,7.48E-05,7.78E-05,184.831,36.787,33.997,50.48527,-51.3265
ABELL_3120,148.398,9.893,2.369,0.435,0.404,0.001096,7.26E-05,7.65E-05,222.805,45.728,53.968,50.48527,-51.3265
ABELL_3120,171.483,13.191,2.464,0.568,0.421,0.0008808,5.51E-05,5.79E-05,268.159,54.635,77.107,50.48527,-51.3265
ABELL_3120,197.865,13.191,2.464,0.568,0.421,0.0006182,5.89E-05,6.41E-05,339.53,74.579,109.869,50.48527,-51.3265
ABELL_3120,227.544,16.489,2.464,0.568,0.421,0.0005564,2.83E-05,2.89E-05,364.236,72.073,100.165,50.48527,-51.3265
NGC_1132,1.167,1.167,0.62,0.04,0.039,0.1002,0.003211,0.003198,2.873,0.237,0.252,43.21635,-1.27402
NGC_1132,4.669,2.335,0.951,0.05,0.073,0.01842,0.0006682,0.0006735,13.634,1.342,1.078,43.21635,-1.27402
NGC_1132,9.339,2.335,1.259,0.062,0.065,0.004619,0.0003439,0.0003597,45.391,4.355,4.88,43.21635,-1.27402
NGC_1132,14.008,2.335,1.307,0.059,0.075,0.005384,0.0002845,0.0002909,42.545,3.795,3.598,43.21635,-1.27402
NGC_1132,18.678,2.335,1.061,0.051,0.061,0.003535,0.0004102,0.0004491,45.723,5.67,6.741,43.21635,-1.27402
NGC_1132,23.347,2.335,1.236,0.071,0.092,0.002839,0.0001933,0.0002009,61.644,7.04,6.809,43.21635,-1.27402
NGC_1132,28.017,2.335,1.226,0.08,0.117,0.003183,0.0002131,0.0002247,56.659,7.574,6.716,43.21635,-1.27402
NGC_1132,32.686,2.335,0.999,0.056,0.198,0.002546,0.0002528,0.0002763,53.577,13.246,7.506,43.21635,-1.27402
NGC_1132,37.355,2.335,1.218,0.074,0.14,0.001981,0.0001483,0.0001578,77.213,12.086,9.349,43.21635,-1.27402
NGC_1132,42.025,2.335,1.088,0.034,0.04,0.00228,0.0001204,0.000125,62.814,4.349,4.446,43.21635,-1.27402
NGC_1132,46.694,2.335,1.068,0.046,0.057,0.002126,0.0001553,0.0001649,64.602,6.256,6.509,43.21635,-1.27402
NGC_1132,52.531,3.502,1.039,0.04,0.047,0.001687,0.0001023,0.0001072,73.318,6.011,6.228,43.21635,-1.27402
NGC_1132,58.368,2.335,1.071,0.043,0.053,0.001753,0.0001258,0.0001334,73.676,6.809,7.111,43.21635,-1.27402
NGC_1132,63.037,2.335,1.056,0.052,0.065,0.001468,0.0001576,0.0001738,81.772,10.078,11.547,43.21635,-1.27402
NGC_1132,72.376,7.004,1.043,0.037,0.044,0.001321,3.29E-05,3.28E-05,86.642,5.003,4.59,43.21635,-1.27402
MACS_J0011.7-1523,12.971,12.971,4.552,0.35,0.275,0.05516,0.001161,0.001158,31.414,2.305,2.897,2.92902,-15.38911
MACS_J0011.7-1523,38.912,12.971,5.51,0.529,0.414,0.02205,0.0005458,0.0005511,70.081,6.315,8.036,2.92902,-15.38911
MACS_J0011.7-1523,64.853,12.971,7.206,0.846,0.66,0.01489,0.0003411,0.0003428,119.067,12.534,16.061,2.92902,-15.38911
MACS_J0011.7-1523,90.794,12.971,7.681,0.916,0.717,0.008994,0.0003038,0.0003093,177.61,20.115,25.876,2.92902,-15.38911
MACS_J0011.7-1523,116.735,12.971,7.384,0.83,0.655,0.008635,0.0002061,0.0002081,175.425,18.044,22.92,2.92902,-15.38911
MACS_J0011.7-1523,142.676,12.971,7.056,0.763,0.599,0.005977,0.0002016,0.0002053,214.239,22.478,28.755,2.92902,-15.38911
MACS_J0011.7-1523,168.617,12.971,6.636,0.753,0.567,0.005461,0.0001628,0.0001652,213.979,22.078,29.221,2.92902,-15.38911
MACS_J0011.7-1523,194.559,12.971,6.216,0.744,0.535,0.004277,0.0001558,0.0001591,235.907,25.381,34.999,2.92902,-15.38911
MACS_J0011.7-1523,220.5,12.971,5.796,0.735,0.503,0.003532,0.0001461,0.00015,249.926,27.763,39.944,2.92902,-15.38911
MACS_J0011.7-1523,246.441,12.971,5.724,0.72,0.506,0.002878,0.0001422,0.0001472,282.922,33.164,46.907,2.92902,-15.38911
MACS_J0011.7-1523,272.382,12.971,5.729,0.703,0.517,0.002923,0.0001146,0.0001174,280.233,31.731,43.112,2.92902,-15.38911
MACS_J0011.7-1523,298.323,12.971,5.733,0.687,0.528,0.002325,0.0001147,0.0001187,326.658,39.433,52.141,2.92902,-15.38911
MACS_J0011.7-1523,324.264,12.971,5.737,0.67,0.538,0.001835,0.0001172,0.0001232,382.758,49.945,64.993,2.92902,-15.38911
MACS_J0011.7-1523,350.205,12.971,5.741,0.654,0.549,0.001651,0.0001091,0.0001149,410.95,54.833,69.368,2.92902,-15.38911
MACS_J0011.7-1523,376.147,12.971,5.745,0.638,0.56,0.001741,8.94E-05,9.27E-05,396.918,50.455,60.435,2.92902,-15.38911
MACS_J0011.7-1523,415.058,25.941,5.751,0.614,0.576,0.001161,5.76E-05,5.97E-05,520.641,67.024,76.175,2.92902,-15.38911
MACS_J0011.7-1523,466.941,25.941,5.754,0.603,0.583,0.0009259,5.48E-05,5.73E-05,605.703,81.833,92.588,2.92902,-15.38911
MACS_J0011.7-1523,518.823,25.941,5.754,0.603,0.583,0.0008588,4.81E-05,5.02E-05,636.845,84.951,95.542,2.92902,-15.38911
MACS_J0011.7-1523,570.705,25.941,5.754,0.603,0.583,0.0005686,5.96E-05,6.55E-05,838.346,133.391,166.651,2.92902,-15.38911
MACS_J0011.7-1523,674.47,77.823,5.754,0.603,0.583,0.0005118,1.54E-05,1.55E-05,899.349,106.964,114.872,2.92902,-15.38911
GMBCG_J215.94948+24.07846,15.927,15.927,4.328,0.155,0.146,0.09227,0.0006485,0.0006531,21.196,0.81,0.863,215.949,24.0779
GMBCG_J215.94948+24.07846,47.782,15.927,5.895,0.385,0.283,0.03346,0.0002818,0.0002842,56.775,3.027,4.053,215.949,24.0779
GMBCG_J215.94948+24.07846,79.637,15.927,7.518,0.525,0.437,0.01575,0.0001991,0.0002016,119.634,7.893,9.458,215.949,24.0779
GMBCG_J215.94948+24.07846,111.492,15.927,8.266,0.72,0.781,0.009504,0.0001662,0.0001692,184.225,19.323,18.459,215.949,24.0779
GMBCG_J215.94948+24.07846,143.346,15.927,7.633,0.783,0.647,0.006849,0.0001346,0.0001373,211.655,20.442,24.88,215.949,24.0779
GMBCG_J215.94948+24.07846,175.201,15.927,7.283,0.886,0.658,0.004992,0.0001213,0.0001224,249.35,26.138,34.988,215.949,24.0779
GMBCG_J215.94948+24.07846,207.056,15.927,7.108,1.013,0.759,0.004208,0.0001017,0.0001026,272.693,32.97,44.034,215.949,24.0779
GMBCG_J215.94948+24.07846,238.911,15.927,6.953,0.958,0.761,0.003127,9.78E-05,9.94E-05,325.151,41.47,52.85,215.949,24.0779
GMBCG_J215.94948+24.07846,270.765,15.927,6.811,0.773,0.692,0.002395,9.46E-05,9.69E-05,380.493,47.386,55.008,215.949,24.0779
GMBCG_J215.94948+24.07846,302.62,15.927,6.67,0.588,0.624,0.002132,8.31E-05,8.51E-05,402.639,46.839,47.567,215.949,24.0779
GMBCG_J215.94948+24.07846,334.475,15.927,6.38,0.545,0.578,0.00169,8.36E-05,8.66E-05,449.716,53.723,55.835,215.949,24.0779
GMBCG_J215.94948+24.07846,366.33,15.927,6.051,0.537,0.539,0.001398,8.29E-05,8.68E-05,483.883,59.68,65.963,215.949,24.0779
GMBCG_J215.94948+24.07846,398.184,15.927,5.723,0.53,0.499,0.001263,7.82E-05,8.21E-05,489.789,60.255,69.864,215.949,24.0779
GMBCG_J215.94948+24.07846,430.039,15.927,5.395,0.522,0.459,0.001142,7.58E-05,7.99E-05,493.876,61.005,74.683,215.949,24.0779
GMBCG_J215.94948+24.07846,461.894,15.927,5.066,0.515,0.42,0.001243,6.21E-05,6.43E-05,438.243,49.145,61.945,215.949,24.0779
GMBCG_J215.94948+24.07846,493.749,15.927,4.738,0.507,0.38,0.0009097,7.21E-05,7.70E-05,504.704,63.48,88.001,215.949,24.0779
GMBCG_J215.94948+24.07846,525.603,15.927,4.631,0.505,0.367,0.0009227,6.27E-05,6.62E-05,488.606,58.013,80.855,215.949,24.0779
GMBCG_J215.94948+24.07846,557.458,15.927,4.631,0.505,0.367,0.0008094,6.29E-05,6.72E-05,533.207,66.163,93.297,215.949,24.0779
GMBCG_J215.94948+24.07846,605.24,31.855,4.631,0.505,0.367,0.0006709,3.50E-05,3.63E-05,604.273,66.433,91.241,215.949,24.0779
GMBCG_J215.94948+24.07846,668.95,31.855,4.631,0.505,0.367,0.0004511,4.23E-05,4.59E-05,787.28,104.395,150.572,215.949,24.0779
GMBCG_J215.94948+24.07846,748.586,47.782,4.631,0.505,0.367,0.000406,1.65E-05,1.66E-05,844.568,87.282,118.555,215.949,24.0779
ABELL_1750C,12.98,12.98,4.864,0.507,0.43,0.00607,0.0004221,0.0004375,146.166,18.761,23.488,202.7093,-1.86289
ABELL_1750C,32.449,6.49,4.829,0.501,0.43,0.00427,0.0003461,0.0003651,183.469,24.798,31.464,202.7093,-1.86289
ABELL_1750C,45.429,6.49,4.678,0.474,0.429,0.003501,0.0002721,0.0002881,202.869,27.593,33.738,202.7093,-1.86289
ABELL_1750C,58.409,6.49,4.527,0.448,0.429,0.003418,0.0002033,0.0002127,199.501,25.73,29.34,202.7093,-1.86289
ABELL_1750C,71.389,6.49,4.375,0.422,0.429,0.00269,0.0001986,0.0002104,226.197,31.613,35.631,202.7093,-1.86289
ABELL_1750C,81.124,3.245,4.26,0.401,0.428,0.003601,0.0002368,0.0002467,181.327,25.002,26.699,202.7093,-1.86289
ABELL_1750C,90.859,6.49,4.133,0.4,0.418,0.002394,0.0001599,0.0001687,230.924,32.098,35.006,202.7093,-1.86289
ABELL_1750C,103.838,6.49,3.945,0.417,0.393,0.002332,0.0001359,0.000142,224.35,29.853,34.351,202.7093,-1.86289
ABELL_1750C,116.818,6.49,3.756,0.435,0.369,0.002046,0.0001296,0.0001361,233.047,31.311,39.171,202.7093,-1.86289
ABELL_1750C,129.798,6.49,3.568,0.452,0.344,0.001658,0.000136,0.0001457,254.724,36.367,50.409,202.7093,-1.86289
ABELL_1750C,142.778,6.49,3.511,0.451,0.339,0.001727,0.0001179,0.0001245,243.906,33.055,45.417,202.7093,-1.86289
ABELL_1750C,155.757,6.49,3.512,0.443,0.343,0.001523,0.0001178,0.0001256,265.372,37.491,51.124,202.7093,-1.86289
ABELL_1750C,168.737,6.49,3.513,0.435,0.346,0.001587,1.00E-04,0.000105,258.207,34.717,45.5,202.7093,-1.86289
ABELL_1750C,181.717,6.49,3.513,0.426,0.349,0.0009818,0.000135,0.0001542,355.661,61.723,91.281,202.7093,-1.86289
ABELL_1750C,194.697,6.49,3.514,0.418,0.353,0.001334,8.84E-05,9.32E-05,289.919,40.01,50.546,202.7093,-1.86289
ABELL_1750C,207.677,6.49,3.72,0.44,0.375,0.001163,8.75E-05,9.31E-05,336.346,48.184,61.324,202.7093,-1.86289
ABELL_1750C,220.656,6.49,3.959,0.467,0.4,0.0009391,9.57E-05,0.0001049,412.829,65.009,86.632,202.7093,-1.86289
ABELL_1750C,233.636,6.49,4.198,0.494,0.426,0.0008475,9.72E-05,0.0001081,468.751,76.967,105.031,202.7093,-1.86289
ABELL_1750C,249.861,9.735,4.494,0.527,0.457,0.0008129,6.53E-05,6.99E-05,515.969,75.797,96.144,202.7093,-1.86289
ABELL_1750C,269.331,9.735,4.853,0.568,0.496,0.0008518,5.60E-05,5.90E-05,540.047,75.304,92.704,202.7093,-1.86289
ABELL_1750C,288.8,9.735,5.212,0.608,0.534,0.0007762,5.29E-05,5.59E-05,617.067,87.041,107.172,202.7093,-1.86289
ABELL_1750C,308.27,9.735,5.55,0.646,0.57,0.0006147,5.76E-05,6.25E-05,767.687,118.755,152.877,202.7093,-1.86289
ABELL_1750C,330.985,12.98,5.55,0.646,0.57,0.000637,3.88E-05,4.06E-05,749.694,102.983,124.863,202.7093,-1.86289
ABELL_1750C,356.944,12.98,5.55,0.646,0.57,0.0005404,4.01E-05,4.26E-05,836.531,120.865,149.899,202.7093,-1.86289
ABELL_1750C,386.149,16.225,5.55,0.646,0.57,0.0004864,1.82E-05,1.82E-05,897.402,111.591,130.312,202.7093,-1.86289
MACS_J1149.6+2223,31.893,31.893,11.405,1.848,1.59,0.01065,0.0007244,0.0007437,235.666,41.563,51.731,177.3994,22.39862
MACS_J1149.6+2223,79.732,15.946,11.405,1.848,1.59,0.006784,0.0006188,0.0006675,318.259,59.853,78.011,177.3994,22.39862
MACS_J1149.6+2223,111.625,15.946,11.121,1.805,1.507,0.005874,0.0004432,0.0004679,341.613,60.277,78.035,177.3994,22.39862
MACS_J1149.6+2223,143.518,15.946,10.771,1.752,1.405,0.004701,0.0003809,0.0004049,383.838,66.967,90.054,177.3994,22.39862
MACS_J1149.6+2223,175.411,15.946,10.42,1.699,1.303,0.004754,0.0002845,0.000298,368.563,58.336,78.988,177.3994,22.39862
