name,RA_h,RA_m,RA_s,DecSign,DecAbsDeg,DEC_m,DEC_s,RA_deg,DEC_deg,redshift,Rin,Rout,scaleR,R2500,R2500e,R500,R500e,T2500,T2500e,T500,T500e,K0,K0err,K100,K100err,spec_kT,spec_kT_err,spec_Z,spec_Z_err,Fx,Fx_err,Lx,Lx_err,LXrest,LXrest_err,LXbol,LXbol_err,radial_profile,dof,spec_X2r,max_ap,wtkT,wtkTe,wtZ,wtZe,obsIDs_good,obsIDs_all
--,h,m,s,DE-,DEd,m,s,degree,degree,--,scaleR,scaleR,--,kpc,kpc,kpc,kpc,keV,keV,keV,keV,keV cm2,keV cm2,keV cm2,keV cm2,keV,keV,Zsun,Zsun,erg/s/cm2,erg/s/cm2,erg/s,erg/s,erg/s,erg/s,erg/s,erg/s,--,--,--,arcmin,keV,keV,Zsun,Zsun,--,--
ACCEPT2 cluster name,Right Ascension J2000 (hours),Right Ascension J2000 (minutes),Right Ascension J2000 (seconds),Declination J2000 (sign),Declination J2000 (degrees),Declination J2000 (minutes),Declination J2000 (Seconds),Right Ascension J2000 (decimal degrees),Declination J2000 (decimal degrees),Redshift,Inner radius,Outer radius,Radius scale,R2500 radius,R2500 radius error,R500 radius,R500 radius error,Average temperature R2500,Average temperature R2500 error,Average temperature R500,Average temperature R500 error,Central entropy,Central entropy error,Entropy at 100kpc,Entropy at 100kpc error,Temperature,Temperature error,Metallicity,Metallicity error,--,--,--,--,--,--,--,--,--,--,--,Maximum aperature,--,--,--,--,observation ID,observation ID
ABELL_2355,21,35,16.9,+,1,25,6.55,323.82036,1.41849,0.124,0.3,1,R2500     ,586,40,1304,92,7.514,0.835,7.431,0.861,393.3,86.9,75.5,152.8,7.24,0.69,2.89E-01,1.18E-01,3.73E-12,1.15E-13,1.48E+44,4.56E+42,1.44E+44,4.44E+42,2.11E+44,6.53E+42,./proj_profs/ABELL_2355_kTZ.dat,1022,1.276,4.424,nan,nan,nan,nan,[15097]   ,[15097]
SPT-CLJ2135-5726,21,35,38.2,-,57,26,27.55,323.90936,-57.44099,0.427,0.3,1,R2500     ,477,60,1048,133,6.85,1.249,6.587,1.233,nan,nan,nan,nan,6.922,1.301,1.08E-01,1.57E-01,5.85E-13,3.25E-14,3.82E+44,2.12E+43,3.61E+44,2.00E+43,5.26E+44,2.92E+43,None      ,1022,1.099,1.431,nan,nan,nan,nan,[13463]   ,[13463]
WBL_671   ,21,37,8.4,+,0,26,47.06,324.28491,0.44641,0.051,0.3,1,R2500     ,208,11,1279,221,1.073,0.077,6.738,2.101,nan,nan,254.1,101.2,1.004,0.119,1.11E-01,6.10E-02,1.93E-13,6.33E-14,1.16E+42,3.80E+41,1.18E+42,3.89E+41,1.88E+42,6.18E+41,./proj_profs/WBL_671_kTZ.dat,1022,1.187,3.531,nan,nan,nan,nan,[11796]   ,[11796]
MACS_J2140.2-2339,21,40,15.2,-,23,39,40.07,325.06333,-23.66113,0.313,0.3,1,R2500     ,468,19,1076,52,5.926,0.343,6.153,0.413,12.9,1.1,91.5,3.5,5.922,0.343,3.14E-01,5.90E-02,1.31E-12,3.62E-14,4.10E+44,1.13E+43,3.98E+44,1.10E+43,5.55E+44,1.53E+43,./proj_profs/MACS_J2140.2-2339_kTZ.dat,3072,1.07,1.713,5.638,0.74,0.306,0.144,[4974  928  5250],[4974  5250  928]
SPT-CLJ2145-5644,21,45,52.1,-,56,44,51.88,326.4669,-56.74774,0.48,0.3,1,R2500     ,462,63,1015,144,6.824,1.293,6.547,1.34,nan,nan,nan,nan,6.866,1.278,6.00E-03,7.80E-02,6.14E-13,4.47E-14,5.30E+44,3.86E+43,5.01E+44,3.64E+43,7.30E+44,5.31E+43,None      ,1022,1.053,1.296,nan,nan,nan,nan,[13398]   ,[13398]
SPT-CLJ2146-4633,21,46,34.7,-,46,32,57.02,326.64466,-46.54917,0.933,0.3,1,R2500     ,339,67,686,123,6.164,1.332,5.061,1.02,nan,nan,nan,nan,6.267,1.339,1.00E-02,9.20E-02,9.24E-14,1.14E-14,4.09E+44,5.05E+43,3.95E+44,4.88E+43,5.63E+44,6.94E+43,None      ,1022,1.102,0.715,nan,nan,nan,nan,[13469]   ,[13469]
ABELL_3809,21,46,59.1,-,43,53,55.47,326.74622,-43.89874,0.062,0.3,1,R2500     ,354,11,792,32,2.864,0.122,2.757,0.126,10.3,3.8,133,8.3,2.892,0.122,3.89E-01,7.20E-02,4.53E-12,1.52E-13,4.12E+43,1.38E+42,4.15E+43,1.39E+42,5.38E+43,1.80E+42,./proj_profs/ABELL_3809_kTZ.dat,1022,1.303,4.98,3.117,0.292,0.413,0.138,[15165]   ,[15165]
SPT-CLJ2148-6116,21,48,44.2,-,61,16,42.12,327.18429,-61.27837,0.571,0.3,1,R2500     ,436,56,977,128,6.728,1.147,6.707,1.189,nan,nan,nan,nan,6.735,1.175,2.72E-01,1.95E-01,2.86E-13,1.88E-14,3.76E+44,2.47E+43,3.54E+44,2.33E+43,5.11E+44,3.36E+43,None      ,1022,1.039,1.116,nan,nan,nan,nan,[13488]   ,[13488]
ABELL_2384,21,52,21.3,-,19,32,50.68,328.08875,-19.54741,0.094,0.3,1,R2500     ,516,14,1160,35,5.832,0.23,5.809,0.234,25.4,2.7,139.7,6.6,5.665,0.194,3.17E-01,5.20E-02,5.07E-12,7.95E-14,1.11E+44,1.74E+42,1.09E+44,1.71E+42,1.51E+44,2.37E+42,./proj_profs/ABELL_2384_kTZ.dat,1022,2.33,4.975,5.246,0.839,0.39,0.162,[4202]    ,[4202]
ABELL_2390,21,53,36.8,+,17,41,43.58,328.4032,17.69544,0.228,0.3,1,R2500     ,668,20,1484,65,10.442,0.331,10.436,0.351,14.3,1.9,151.8,5.1,11.164,0.313,2.80E-01,3.20E-02,9.58E-12,6.44E-14,1.45E+45,9.76E+42,1.35E+45,9.06E+42,2.31E+45,1.55E+43,./proj_profs/ABELL_2390_kTZ.dat,1022,1.068,3.076,10.095,1.521,0.29,0.096,[4193]    ,[4193  500]
ClG_2153.8+3746,21,55,52.2,+,38,0,24.63,328.9675,38.00684,0.292,0.3,1,R2500     ,608,21,1337,58,9.341,0.377,9.099,0.369,55.2,6.3,325,34.3,9.495,0.365,2.58E-01,3.60E-02,4.45E-12,5.96E-14,1.19E+45,1.59E+43,1.10E+45,1.47E+43,1.77E+45,2.37E+43,./proj_profs/ClG_2153.8+3746_kTZ.dat,2047,1.148,2.337,8.94,1.321,0.24,0.103,[13218  12879],[12879  13218]
ABELL_2409,22,0,52.4,+,20,58,7.3,330.21837,20.96869,0.148,0.3,1,R2500     ,510,21,1128,50,5.955,0.385,5.767,0.394,nan,nan,168,57.5,5.955,0.382,4.62E-01,9.30E-02,7.46E-12,2.34E-13,4.31E+44,1.35E+43,4.21E+44,1.32E+43,5.86E+44,1.84E+43,./proj_profs/ABELL_2409_kTZ.dat,1022,1.292,3.323,nan,nan,nan,nan,[3247]    ,[3247]
ABELL_3827,22,1,53.1,-,59,56,44.27,330.47126,-59.94563,0.098,0.3,1,R2500     ,585,13,1322,40,7.35,0.177,7.461,0.215,133.7,15.3,102.4,22.4,7.295,0.173,3.19E-01,3.80E-02,1.36E-11,1.33E-13,3.24E+44,3.18E+42,3.17E+44,3.10E+42,4.67E+44,4.57E+42,./proj_profs/ABELL_3827_kTZ.dat,1022,1.302,5.428,7.338,0.789,0.339,0.144,[7920]    ,[7920]
ABELL_2415,22,5,38.5,-,5,35,32.87,331.41054,-5.59246,0.058,0.3,1,R2500     ,344,11,776,32,2.705,0.126,2.637,0.117,2.8,0.8,142.2,6.6,2.656,0.117,3.35E-01,5.90E-02,4.92E-12,1.49E-13,3.87E+43,1.17E+42,3.90E+43,1.18E+42,5.10E+43,1.54E+42,./proj_profs/ABELL_2415_kTZ.dat,1022,1.236,5.16,2.583,0.284,0.347,0.094,[12272]   ,[12272]
MCXC_J2211.7-0349,22,11,46,-,3,49,47.82,332.94155,-3.82995,0.27,0.3,1,R2500     ,655,61,1509,171,10.489,1.485,11.194,1.927,96.8,15.2,105.8,19.2,9.815,1.315,2.21E-01,1.21E-01,3.03E-12,1.05E-13,6.74E+44,2.34E+43,6.25E+44,2.17E+43,1.02E+45,3.54E+43,./proj_profs/MCXC_J2211.7-0349_kTZ.dat,1022,1.394,2.663,nan,nan,nan,nan,[3284]    ,[3284]
3C_444    ,22,14,25.6,-,17,1,36.27,333.60664,-17.02674,0.153,0.3,1,R2500     ,473,13,1087,35,5.224,0.208,5.421,0.233,1,1.2,151.9,3.5,5.397,0.211,6.44E-01,6.50E-02,9.88E-13,3.35E-14,6.14E+43,2.09E+42,6.03E+43,2.05E+42,8.21E+43,2.79E+42,./proj_profs/3C_444_kTZ.dat,1022,1.334,2.999,4.379,0.393,0.332,0.098,[15091]   ,[15091  15092  15643]
ABELL_2426,22,14,32.3,-,10,22,13.85,333.63472,-10.37051,0.098,0.3,1,R2500     ,522,23,1167,54,5.961,0.427,5.893,0.432,54.8,12.5,104.6,20.3,5.825,0.389,2.51E-01,1.00E-01,7.02E-12,2.22E-13,1.66E+44,5.24E+42,1.63E+44,5.16E+42,2.27E+44,7.18E+42,./proj_profs/ABELL_2426_kTZ.dat,1022,1.305,4.868,nan,nan,nan,nan,[12279]   ,[12279]
MACS_J2214-1359,22,14,57.3,-,14,0,13.54,333.73895,-14.00376,0.483,0.3,1,R2500     ,530,43,1168,99,8.75,0.962,8.556,0.958,150.2,23.6,62.2,24.9,8.833,0.989,1.94E-01,9.30E-02,1.38E-12,5.32E-14,1.21E+45,4.67E+43,1.10E+45,4.23E+43,1.72E+45,6.64E+43,./proj_profs/MACS_J2214-1359_kTZ.dat,2047,1.12,1.479,nan,nan,nan,nan,[3259  5011],[3259  5011]
ABELL_3854,22,17,45.8,-,35,43,27.79,334.44095,-35.72439,0.149,0.3,1,R2500     ,472,23,1084,54,5.182,0.394,5.372,0.428,103.5,18.2,96.9,24.9,5.181,0.394,2.58E-01,9.20E-02,3.86E-12,1.37E-13,2.27E+44,8.08E+42,2.24E+44,7.97E+42,3.06E+44,1.09E+43,./proj_profs/ABELL_3854_kTZ.dat,1022,1.197,3.054,nan,nan,nan,nan,[15116]   ,[15116]
MCXC_J2218.6-3853,22,18,39.5,-,38,54,3.23,334.66438,-38.9009,0.138,0.3,1,R2500     ,499,20,1109,46,5.687,0.35,5.545,0.349,132.8,15.5,47.6,17.7,5.604,0.33,2.00E-01,7.50E-02,6.64E-12,1.86E-13,3.29E+44,9.20E+42,3.23E+44,9.05E+42,4.48E+44,1.25E+43,./proj_profs/MCXC_J2218.6-3853_kTZ.dat,1022,1.24,3.454,nan,nan,nan,nan,[15101]   ,[15101]
SPT-CLJ2218-4519,22,18,59.5,-,45,18,56.8,334.74788,-45.31578,0.65,0.3,1,R2500     ,398,58,843,118,6.189,1.141,5.52,1.008,nan,nan,nan,nan,5.831,1.117,6.19E-01,2.92E-01,2.00E-13,1.63E-14,3.61E+44,2.94E+43,3.48E+44,2.84E+43,4.82E+44,3.92E+43,None      ,1022,1.132,0.959,nan,nan,nan,nan,[13501]   ,[13501]
ABELL_2443,22,26,6.2,+,17,21,58.41,336.52587,17.36623,0.108,0.3,1,R2500     ,510,21,1124,45,5.769,0.38,5.531,0.34,164.3,42.6,113.2,83.7,5.683,0.338,1.70E-01,8.20E-02,5.81E-12,1.68E-13,1.70E+44,4.92E+42,1.67E+44,4.85E+42,2.32E+44,6.73E+42,./proj_profs/ABELL_2443_kTZ.dat,1022,1.574,4.356,nan,nan,nan,nan,[12257]   ,[12257]
ABELL_2445,22,26,56.1,+,25,50,6.53,336.73362,25.83515,0.166,0.3,1,R2500     ,414,14,918,36,4.148,0.214,3.971,0.224,69.9,11.3,87.8,15.9,4.162,0.215,5.45E-01,8.60E-02,2.28E-12,7.53E-14,1.70E+44,5.61E+42,1.69E+44,5.60E+42,2.22E+44,7.34E+42,./proj_profs/ABELL_2445_kTZ.dat,1022,1.19,2.456,nan,nan,nan,nan,[12249]   ,[12249]
ABELL_3880,22,27,54.4,-,30,34,37.16,336.97663,-30.57699,0.058,0.3,1,R2500     ,356,13,797,34,2.885,0.163,2.768,0.149,nan,nan,139.2,4,2.878,0.159,3.43E-01,7.30E-02,4.15E-12,2.14E-13,3.30E+43,1.70E+42,3.32E+43,1.71E+42,4.32E+43,2.23E+42,./proj_profs/ABELL_3880_kTZ.dat,1022,2.28,5.32,2.897,0.277,0.305,0.143,[5798]    ,[5798]
MCXC_J2228.6+2036,22,28,34.2,+,20,37,14.14,337.14238,20.62059,0.412,0.3,1,R2500     ,550,41,1243,95,8.727,0.924,8.94,0.913,nan,nan,nan,nan,8.249,0.824,3.52E-01,1.16E-01,1.83E-12,6.33E-14,1.10E+45,3.79E+43,1.01E+45,3.50E+43,1.55E+45,5.35E+43,None      ,1022,1.176,1.684,nan,nan,nan,nan,[3285]    ,[3285]
MACS_J2229.8-2756,22,29,45.2,-,27,55,36.2,337.43845,-27.92672,0.324,0.3,1,R2500     ,464,30,1029,71,5.875,0.563,5.727,0.597,7.7,1.4,93.2,5.1,5.882,0.562,3.97E-01,1.08E-01,1.24E-12,5.77E-14,4.20E+44,1.96E+43,4.07E+44,1.90E+43,5.66E+44,2.64E+43,./proj_profs/MACS_J2229.8-2756_kTZ.dat,2047,1.233,1.659,nan,nan,nan,nan,[3286  9374],[3286  9374]
CGCG_514-050,22,31,20.6,+,39,21,29.29,337.83588,39.35814,0.017,0.3,1,R2500     ,241,7,551,32,1.375,0.013,1.345,0.011,0.9,2.2,547.8,279.6,1.231,0.043,2.25E-01,2.90E-02,5.04E-13,4.08E-14,3.22E+41,2.61E+40,3.24E+41,2.63E+40,4.72E+41,3.83E+40,./proj_profs/CGCG_514-050_kTZ.dat,2047,1.337,11.733,nan,nan,nan,nan,[11737  13123],[11737  13123]
SPT-CLJ2232-5959,22,32,33.7,-,59,59,52.9,338.14047,-59.99803,0.594,0.3,1,R2500     ,394,91,868,156,5.716,1.748,5.483,1.346,nan,nan,nan,nan,4.53,1.074,3.30E-01,2.18E-01,2.88E-13,3.76E-14,4.17E+44,5.45E+43,4.25E+44,5.55E+43,5.66E+44,7.38E+43,None      ,1022,1.104,0.988,nan,nan,nan,nan,[13502]   ,[13502]
SPT-CLJ2233-5339,22,33,15.1,-,53,39,18.71,338.31307,-53.6552,0.48,0.3,1,R2500     ,466,58,1038,141,6.928,1.212,6.832,1.331,nan,nan,nan,nan,6.791,1.168,7.50E-02,1.21E-01,5.43E-13,3.27E-14,4.69E+44,2.82E+43,4.43E+44,2.67E+43,6.43E+44,3.87E+43,None      ,1022,1.089,1.307,nan,nan,nan,nan,[13504]   ,[13504]
ABELL_2457,22,35,41.3,+,1,29,12.25,338.92213,1.48674,0.059,0.3,1,R2500     ,414,15,874,33,3.789,0.219,3.31,0.161,24,17.8,181.2,33.3,3.81,0.221,3.30E-01,8.10E-02,6.50E-12,1.82E-13,5.36E+43,1.50E+42,5.36E+43,1.50E+42,7.01E+43,1.97E+42,./proj_profs/ABELL_2457_kTZ.dat,1022,1.352,6.087,3.595,0.099,0.326,0.059,[12276]   ,[12276]
ABELL_2465,22,39,39,-,5,43,27.15,339.91255,-5.72421,0.245,0.3,1,R2500     ,294,18,728,45,2.388,0.22,2.769,0.235,nan,nan,nan,nan,2.378,0.209,3.54E-01,1.43E-01,1.80E-13,1.57E-14,3.21E+43,2.80E+42,3.39E+43,2.96E+42,4.45E+43,3.88E+42,None      ,2047,1.165,1.283,nan,nan,nan,nan,[15547  14010],[14010  15547]
CIZA_J2242.8+5301,22,42,39.5,+,52,59,44.74,340.66471,52.99576,0.192,0.3,1,R2500     ,595,21,1332,56,8.185,0.399,8.233,0.411,nan,nan,nan,nan,8.271,0.345,2.06E-01,3.00E-02,4.13E-12,5.36E-14,4.26E+44,5.52E+42,4.06E+44,5.27E+42,6.24E+44,8.09E+42,./proj_profs/CIZA_J2242.8+5301_kTZ.dat,2047,1.048,3.131,7.813,1.165,0.183,0.12,[14020  14019],[14019  14020]
WHL_J224319.8-093530,22,43,21.1,-,9,35,36.68,340.83787,-9.59352,0.432,0.3,1,R2500     ,488,33,1099,78,7.155,0.67,7.231,0.708,nan,nan,nan,nan,7.179,0.672,2.67E-01,8.50E-02,2.24E-12,8.32E-14,1.50E+45,5.58E+43,1.41E+45,5.24E+43,2.07E+45,7.69E+43,None      ,1022,1.214,1.452,nan,nan,nan,nan,[3260]    ,[3260]
SPT-CLJ2245-6206,22,45,2.9,-,62,7,0.04,341.26206,-62.11668,0.58,0.3,1,R2500     ,416,66,925,127,6.23,1.31,6.101,1.142,nan,nan,nan,nan,6.221,1.324,7.70E-02,1.21E-01,3.57E-13,4.27E-14,4.89E+44,5.83E+43,4.68E+44,5.59E+43,6.64E+44,7.93E+43,None      ,1022,1.051,1.056,nan,nan,nan,nan,[13499]   ,[13499]
MACS_J2245.0+2637,22,45,4.6,+,26,38,5.18,341.26918,26.63477,0.304,0.3,1,R2500     ,499,43,1102,100,6.583,0.87,6.387,0.903,39,6.8,90.6,13.3,6.71,0.933,3.30E-01,1.46E-01,1.60E-12,8.60E-14,4.67E+44,2.52E+43,4.47E+44,2.41E+43,6.43E+44,3.47E+43,./proj_profs/MACS_J2245.0+2637_kTZ.dat,1022,1.224,1.862,nan,nan,nan,nan,[3287]    ,[3287]
ABELL_3911,22,46,26.8,-,52,44,23.17,341.61172,-52.73977,0.097,0.3,1,R2500     ,544,23,1234,57,6.416,0.441,6.544,0.474,338.4,36.9,27.6,34.6,6.106,0.393,2.85E-01,8.10E-02,9.52E-12,2.63E-13,2.18E+44,6.04E+42,2.15E+44,5.94E+42,3.02E+44,8.34E+42,./proj_profs/ABELL_3911_kTZ.dat,1022,1.183,5.131,nan,nan,nan,nan,[15304]   ,[15304]
ABELL_2485,22,48,31,-,16,6,28.26,342.12908,-16.10785,0.247,0.3,1,R2500     ,511,34,1161,83,6.524,0.68,6.674,0.741,74.8,26.5,123,41.7,6.25,0.714,2.31E-01,1.29E-01,1.52E-12,6.72E-14,2.77E+44,1.22E+43,2.68E+44,1.18E+43,3.80E+44,1.68E+43,./proj_profs/ABELL_2485_kTZ.dat,1022,1.247,2.214,nan,nan,nan,nan,[10439]   ,[10439]
ABELL_S1063,22,48,44,-,44,31,49.51,342.18349,-44.53042,0.347,0.3,1,R2500     ,663,36,1459,94,11.529,0.847,11.329,0.824,78.8,19.9,127.4,31.2,11.302,0.722,3.59E-01,7.00E-02,6.24E-12,1.14E-13,2.50E+45,4.56E+43,2.25E+45,4.11E+43,3.88E+45,7.07E+43,./proj_profs/ABELL_S1063_kTZ.dat,1022,1.219,2.263,nan,nan,nan,nan,[4966]    ,[4966]
ABELL_3921,22,49,56.7,-,64,25,48.79,342.48611,-64.43022,0.093,0.3,1,R2500     ,522,15,1176,39,5.926,0.258,5.951,0.278,75.1,14.8,162.5,20.7,5.929,0.255,2.71E-01,5.20E-02,9.31E-12,1.73E-13,1.96E+44,3.64E+42,1.93E+44,3.58E+42,2.70E+44,5.00E+42,./proj_profs/ABELL_3921_kTZ.dat,1022,1.879,5.099,5.766,0.762,0.36,0.085,[4973]    ,[4973]
ABELL_2507,22,56,52.7,+,5,30,16.5,344.2194,5.50458,0.196,0.3,1,R2500     ,414,26,1020,71,4.262,0.428,4.987,0.568,198.2,27.1,36.6,18.9,4.309,0.433,4.26E-01,1.54E-01,9.23E-13,5.98E-14,9.94E+43,6.44E+42,9.92E+43,6.42E+42,1.31E+44,8.48E+42,./proj_profs/ABELL_2507_kTZ.dat,1022,1.069,2.148,nan,nan,nan,nan,[12248]   ,[12248]
SPT-CLJ2259-6057,22,59,1,-,60,57,36.96,344.75406,-60.96027,0.75,0.3,1,R2500     ,411,50,864,95,7.279,1.058,6.448,0.853,nan,nan,nan,nan,7.265,1.064,6.94E-01,2.15E-01,2.15E-13,1.07E-14,5.54E+44,2.76E+43,5.09E+44,2.53E+43,7.46E+44,3.71E+43,None      ,1022,1.2,0.934,nan,nan,nan,nan,[13498]   ,[13498]
WARP_J2302.8+0843,23,2,48.1,+,8,43,50.43,345.70062,8.73067,0.722,0.3,1,R2500     ,407,59,912,143,6.914,1.227,6.914,1.358,nan,nan,nan,nan,6.818,1.234,1.69E-01,1.80E-01,8.10E-14,5.18E-15,1.90E+44,1.21E+43,1.78E+44,1.14E+43,2.58E+44,1.65E+43,None      ,1022,1.139,0.937,nan,nan,nan,nan,[918]     ,[918]
ABELL_2537,23,8,22.3,-,2,11,29.69,347.09288,-2.19158,0.295,0.3,1,R2500     ,506,20,1160,52,6.721,0.37,6.984,0.411,78.8,12.8,110.2,21.6,6.649,0.368,2.43E-01,5.40E-02,1.77E-12,3.96E-14,4.84E+44,1.08E+43,4.63E+44,1.03E+43,6.66E+44,1.49E+43,./proj_profs/ABELL_2537_kTZ.dat,2047,1.157,1.932,6.629,0.625,0.224,0.038,[9372  4962],[4962  9372]
MCXC_J2311.5+0338,23,11,33.2,+,3,38,7.25,347.88846,3.63535,0.3,0.3,1,R2500     ,598,44,1312,94,9.12,0.989,8.851,0.9,85.3,14.6,121.7,17,9.518,1.005,3.34E-01,1.03E-01,2.76E-12,1.07E-13,7.83E+44,3.03E+43,7.22E+44,2.80E+43,1.16E+45,4.50E+43,./proj_profs/MCXC_J2311.5+0338_kTZ.dat,2047,1.333,2.254,nan,nan,nan,nan,[11730  3288],[11730  3288]
ABELL_2550,23,11,35.8,-,21,44,46.45,347.89928,-21.74624,0.123,0.3,1,R2500     ,276,13,604,33,1.917,0.13,1.73,0.076,nan,nan,114.2,5.2,1.929,0.124,2.31E-01,4.90E-02,5.32E-13,3.57E-14,2.04E+43,1.37E+42,2.12E+43,1.42E+42,2.88E+43,1.93E+42,./proj_profs/ABELL_2550_kTZ.dat,1022,1.077,2.115,2.009,0.165,0.211,0.125,[2225]    ,[2225]
ABELL_2556,23,13,1.3,-,21,38,3.81,348.25561,-21.63439,0.087,0.3,1,R2500     ,413,12,926,31,3.858,0.155,3.784,0.167,12,1.4,123.6,4.1,3.86,0.155,2.81E-01,4.10E-02,4.31E-12,9.31E-14,7.94E+43,1.72E+42,7.95E+43,1.72E+42,1.04E+44,2.25E+42,./proj_profs/ABELL_2556_kTZ.dat,1022,1.157,4.274,3.756,0.398,0.356,0.086,[2226]    ,[2226]
ABELL_S1101,23,13,58.7,-,42,43,31.06,348.49456,-42.72529,0.058,0.3,1,R2500     ,345,8,785,27,2.719,0.051,2.705,0.061,11.5,0.5,77.5,1.2,2.717,0.051,2.23E-01,2.10E-02,6.66E-12,1.24E-13,5.22E+43,9.70E+41,5.27E+43,9.79E+41,6.93E+43,1.29E+42,./proj_profs/ABELL_S1101_kTZ.dat,1022,2.076,5.181,2.698,0.286,0.199,0.089,[11758]   ,[11758  1668]
RCS_J2318.5+0034,23,18,31.1,+,0,34,2.6,349.6296,0.56739,0.78,0.3,1,R2500     ,382,58,794,137,6.559,1.173,5.666,1.193,nan,nan,nan,nan,6.597,1.195,1.52E-01,1.38E-01,9.10E-14,6.83E-15,2.58E+44,1.94E+43,2.44E+44,1.83E+43,3.51E+44,2.64E+43,None      ,2047,1.091,0.855,nan,nan,nan,nan,[4938  11718],[11718  4938]
ABELL_2597,23,25,19.8,-,12,7,27.05,351.33261,-12.12418,0.085,0.3,1,R2500     ,442,8,1010,22,4.36,0.065,4.439,0.07,9.5,0.3,99.2,1,4.362,0.065,2.75E-01,2.10E-02,4.89E-12,5.84E-14,8.61E+43,1.03E+42,8.57E+43,1.03E+42,1.14E+44,1.36E+42,./proj_profs/ABELL_2597_kTZ.dat,3072,1.31,4.664,4.266,0.259,0.279,0.08,[922  7329  6934],[6934  7329  922]
SPT-CL_J2331-5051,23,31,51.2,-,50,51,53.52,352.96325,-50.86487,0.571,0.3,1,R2500     ,419,124,834,163,6.244,2.475,4.967,1.34,nan,nan,nan,nan,6.486,1.747,9.60E-02,1.43E-01,3.17E-13,3.09E-14,4.16E+44,4.06E+43,3.95E+44,3.86E+43,5.67E+44,5.53E+43,None      ,1022,1.078,1.072,nan,nan,nan,nan,[9333]    ,[9333]
ABELL_2626,23,36,30.4,+,21,8,48.6,354.12667,21.14683,0.055,0.3,1,R2500     ,382,10,867,29,3.27,0.111,3.246,0.123,13.5,2.3,123.8,4.4,3.264,0.111,3.49E-01,4.40E-02,6.06E-12,1.59E-13,4.30E+43,1.13E+42,4.32E+43,1.13E+42,5.61E+43,1.47E+42,./proj_profs/ABELL_2626_kTZ.dat,1022,1.119,5.999,3.263,0.379,0.378,0.131,[3192]    ,[3192]
ABELL_2627,23,36,42.1,+,23,55,29.2,354.17536,23.92478,0.126,0.3,1,R2500     ,601,121,1374,334,7.894,2.687,8.22,3.49,nan,nan,nan,nan,10.85,4.147,7.36E-01,7.70E-01,8.08E-13,9.06E-14,3.26E+43,3.66E+42,3.11E+43,3.49E+42,5.27E+43,5.90E+42,None      ,1022,1.287,4.509,nan,nan,nan,nan,[11732]   ,[11732]
SPT-CL_J2337-5942,23,37,24.8,-,59,42,23.05,354.35321,-59.7064,0.781,0.3,1,R2500     ,435,72,995,173,8.299,1.616,8.683,1.815,nan,nan,nan,nan,8.326,1.621,1.86E-01,1.61E-01,6.20E-13,5.15E-14,1.77E+45,1.47E+44,1.58E+45,1.31E+44,2.43E+45,2.02E+44,None      ,1022,1.065,0.971,nan,nan,nan,nan,[11859]   ,[11859]
ABELL_2631,23,37,38,+,0,16,1.82,354.40821,0.26717,0.273,0.3,1,R2500     ,580,46,1268,109,8.415,1.031,8.085,1.06,nan,nan,230.8,114.6,8.024,0.961,1.69E-01,1.00E-01,3.31E-12,1.13E-13,7.57E+44,2.59E+43,7.14E+44,2.44E+43,1.09E+45,3.71E+43,./proj_profs/ABELL_2631_kTZ.dat,1022,1.254,2.337,nan,nan,nan,nan,[11728]   ,[11728]
ABELL_4023,23,40,6.9,-,85,11,50.51,355.02879,-85.19736,0.193,0.3,1,R2500     ,507,32,1198,85,6.129,0.606,6.738,0.767,nan,nan,nan,nan,6.256,0.635,2.68E-01,1.17E-01,1.94E-12,7.98E-14,2.03E+44,8.34E+42,1.97E+44,8.11E+42,2.79E+44,1.15E+43,None      ,1022,1.216,2.654,nan,nan,nan,nan,[15124]   ,[15124]
SPT-CL_J2341-5119,23,41,12.5,-,51,19,43.2,355.30204,-51.32867,0.998,0.3,1,R2500     ,384,71,857,162,8.296,1.587,8.265,1.652,nan,nan,nan,nan,8.27,1.573,3.36E-01,1.95E-01,1.58E-13,1.64E-14,8.28E+44,8.60E+43,7.35E+44,7.64E+43,1.13E+45,1.17E+44,None      ,2047,1.085,0.797,nan,nan,nan,nan,[11799  9345],[11799  9345]
ABELL_2645,23,41,17.6,-,9,0,59.53,355.3232,-9.01654,0.251,0.3,1,R2500     ,512,36,1139,75,6.584,0.712,6.468,0.652,nan,nan,nan,nan,6.47,0.782,2.97E-01,1.19E-01,2.02E-12,9.36E-14,3.81E+44,1.76E+43,3.67E+44,1.70E+43,5.24E+44,2.43E+43,None      ,1022,1.118,2.197,nan,nan,nan,nan,[14013]   ,[14013]
MCXC_J2344.2-0422,23,44,18.5,-,4,22,53.78,356.07691,-4.38161,0.079,0.3,1,R2500     ,450,12,1009,30,4.468,0.176,4.421,0.178,108.6,13.3,66.4,15.7,4.464,0.177,4.71E-01,6.80E-02,9.73E-12,2.49E-13,1.44E+44,3.69E+42,1.44E+44,3.68E+42,1.90E+44,4.86E+42,./proj_profs/MCXC_J2344.2-0422_kTZ.dat,1022,1.422,5.106,4.501,0.143,0.406,0.261,[12278]   ,[12278]
