name,RA_h,RA_m,RA_s,DecSign,DecAbsDeg,DEC_m,DEC_s,RA_deg,DEC_deg,redshift,Rin,Rout,scaleR,R2500,R2500e,R500,R500e,T2500,T2500e,T500,T500e,K0,K0err,K100,K100err,spec_kT,spec_kT_err,spec_Z,spec_Z_err,Fx,Fx_err,Lx,Lx_err,LXrest,LXrest_err,LXbol,LXbol_err,radial_profile,dof,spec_X2r,max_ap,wtkT,wtkTe,wtZ,wtZe,obsIDs_good,obsIDs_all
--,h,m,s,DE-,DEd,m,s,degree,degree,--,scaleR,scaleR,--,kpc,kpc,kpc,kpc,keV,keV,keV,keV,keV cm2,keV cm2,keV cm2,keV cm2,keV,keV,Zsun,Zsun,erg/s/cm2,erg/s/cm2,erg/s,erg/s,erg/s,erg/s,erg/s,erg/s,--,--,--,arcmin,keV,keV,Zsun,Zsun,--,--
ACCEPT2 cluster name,Right Ascension J2000 (hours),Right Ascension J2000 (minutes),Right Ascension J2000 (seconds),Declination J2000 (sign),Declination J2000 (degrees),Declination J2000 (minutes),Declination J2000 (Seconds),Right Ascension J2000 (decimal degrees),Declination J2000 (decimal degrees),Redshift,Inner radius,Outer radius,Radius scale,R2500 radius,R2500 radius error,R500 radius,R500 radius error,Average temperature R2500,Average temperature R2500 error,Average temperature R500,Average temperature R500 error,Central entropy,Central entropy error,Entropy at 100kpc,Entropy at 100kpc error,Temperature,Temperature error,Metallicity,Metallicity error,--,--,--,--,--,--,--,--,--,--,--,Maximum aperature,--,--,--,--,observation ID,observation ID
NSCS_J000619+105206,0,6,20.3,+,10,51,51.46,1.58454,10.86429,0.167,0.3,1,R2500     ,466,23,1055,52,5.152,0.405,5.172,0.405,58.4,11.1,135.6,17.2,5.184,0.399,3.50E-01,9.20E-02,2.45E-12,9.52E-14,1.85E+44,7.18E+42,1.82E+44,7.08E+42,2.48E+44,9.62E+42,./proj_profs/NSCS_J000619+105206_kTZ.dat,1022,1.073,2.75,nan,nan,nan,nan,[12251]   ,[12251]
ABELL_2734_NED01,0,11,21.6,-,28,51,15.09,2.84019,-28.85419,0.026,0.3,1,R2500     ,487,13,1064,33,4.963,0.204,4.662,0.207,nan,nan,154,24.2,3.534,0.287,1.11E-01,7.50E-02,4.88E-12,2.66E-13,7.33E+42,4.00E+41,7.33E+42,4.00E+41,9.67E+42,5.28E+41,./proj_profs/ABELL_2734_NED01_kTZ.dat,1022,3.562,15.724,nan,nan,nan,nan,[5797]    ,[5797]
ZwCl_0008.8+5215,0,11,27.5,+,52,31,35.38,2.86474,52.52649,0.104,0.3,1,R2500     ,456,18,1026,42,4.697,0.298,4.651,0.295,170.5,40.8,114.9,53.5,4.711,0.3,1.64E-01,8.70E-02,2.75E-12,1.11E-13,7.39E+43,3.00E+42,7.35E+43,2.98E+42,9.86E+43,4.00E+42,./proj_profs/ZwCl_0008.8+5215_kTZ.dat,1022,1.264,4.028,nan,nan,nan,nan,[15318]   ,[15318]
MACS_J0011.7-1523,0,11,42.9,-,15,23,21.11,2.92862,-15.3892,0.378,0.3,1,R2500     ,451,22,1011,51,5.889,0.398,5.85,0.406,nan,nan,139.3,14.3,5.892,0.399,2.71E-01,6.60E-02,1.28E-12,4.11E-14,6.23E+44,2.01E+43,6.03E+44,1.94E+43,8.41E+44,2.71E+43,./proj_profs/MACS_J0011.7-1523_kTZ.dat,2047,1.132,1.456,nan,nan,nan,nan,[3261  6105],[3261  6105]
ABELL_0013,0,13,38.4,-,19,30,1.87,3.40981,-19.50052,0.094,0.3,1,R2500     ,461,17,1017,32,4.753,0.271,4.538,0.201,130,31.3,157,51.9,4.767,0.257,2.40E-01,5.80E-02,2.89E-12,7.33E-14,6.31E+43,1.60E+42,6.26E+43,1.59E+42,8.41E+43,2.13E+42,./proj_profs/ABELL_0013_kTZ.dat,1022,1.048,4.446,5.032,0.635,0.209,0.124,[4945]    ,[4945]
ABELL_2744,0,14,19.4,-,30,23,27.22,3.58069,-30.39089,0.308,0.3,1,R2500     ,640,24,1410,71,10.413,0.478,10.221,0.496,nan,nan,240.9,140.4,10.481,0.429,2.69E-01,4.00E-02,4.74E-12,5.93E-14,1.43E+45,1.79E+43,1.31E+45,1.64E+43,2.19E+45,2.74E+43,./proj_profs/ABELL_2744_kTZ.dat,4097,1.234,2.369,10.245,0.77,0.299,0.102,[2212  8477  8557  7915],[2212  7915  8477  8557]
SPT-CLJ0014-4952,0,14,48.9,-,49,53,1.62,3.7037,-49.88378,0.752,0.3,1,R2500     ,388,48,856,89,6.538,0.964,6.34,0.793,nan,nan,nan,nan,6.88,0.966,4.06E-01,1.62E-01,2.17E-13,1.43E-14,5.63E+44,3.70E+43,5.25E+44,3.45E+43,7.61E+44,5.00E+43,None      ,1022,1.096,0.879,nan,nan,nan,nan,[13471]   ,[13471]
Cl_0016+16,0,18,33.7,+,16,26,9.16,4.64022,16.43588,0.541,0.3,1,R2500     ,557,36,1237,92,10.188,0.823,10.124,0.853,165.5,19.8,56.2,16,9.727,0.745,1.98E-01,6.30E-02,1.60E-12,3.51E-14,1.84E+45,4.05E+43,1.63E+45,3.59E+43,2.65E+45,5.84E+43,./proj_profs/Cl_0016+16_kTZ.dat,1022,0.964,1.465,nan,nan,nan,nan,[520]     ,[520]
MACS_J0025.4-1222,0,25,29.7,-,12,22,33.87,6.3737,-12.37608,0.584,0.3,1,R2500     ,470,29,1029,69,7.809,0.595,7.482,0.607,149.8,20.4,63.5,19.6,7.817,0.597,2.56E-01,6.00E-02,7.06E-13,2.77E-14,9.83E+44,3.85E+43,9.00E+44,3.53E+43,1.36E+45,5.31E+43,./proj_profs/MACS_J0025.4-1222_kTZ.dat,4097,1.134,1.19,nan,nan,nan,nan,[5010  3251  10797  10413],[10413  10786  10797  3251  5010]
ZwCl_0024.0+1652,0,26,36,+,17,9,45.31,6.64989,17.16259,0.39,0.3,1,R2500     ,480,44,1088,141,6.68,0.898,6.813,1.329,nan,nan,nan,nan,6.679,0.903,8.54E-01,3.24E-01,3.26E-13,2.25E-14,1.71E+44,1.18E+43,1.62E+44,1.12E+43,2.32E+44,1.60E+43,None      ,1022,1.557,1.522,nan,nan,nan,nan,[929]     ,[929]
MCXC_J0027.8+2616,0,27,45.2,+,26,16,32.08,6.93827,26.27558,0.367,0.3,1,R2500     ,477,49,1058,115,6.443,0.973,6.307,1.041,nan,nan,nan,nan,6.438,0.978,3.90E-02,8.20E-02,7.00E-13,4.46E-14,3.18E+44,2.03E+43,3.05E+44,1.95E+43,4.37E+44,2.79E+43,None      ,2047,1.086,1.57,nan,nan,nan,nan,[3249  14012],[14012  3249]
PLCKESZ_G304.84-41.42,0,28,6.2,-,75,38,9.05,7.02597,-75.63585,0.41,0.3,1,R2500     ,559,46,1219,100,8.976,1.045,8.604,0.973,nan,nan,356,45.6,9.797,1.232,1.50E-01,9.60E-02,1.40E-12,5.03E-14,8.31E+44,2.98E+43,7.51E+44,2.70E+43,1.22E+45,4.39E+43,./proj_profs/PLCKESZ_G304.84-41.42_kTZ.dat,1022,1.17,1.718,nan,nan,nan,nan,[14390]   ,[14390]
WARP_J0030.5+2618,0,30,34.3,+,26,18,9.58,7.64274,26.30266,0.5,0.3,1,R2500     ,286,36,642,91,2.899,0.506,2.817,0.561,nan,nan,nan,nan,2.853,0.494,6.69E-01,3.58E-01,1.12E-13,2.47E-14,1.07E+44,2.35E+43,1.17E+44,2.56E+43,1.49E+44,3.27E+43,None      ,3072,1.074,0.783,nan,nan,nan,nan,[1190  5762  1226],[1190  1226  5762]
MCXC_J0035.4-2015,0,35,26.1,-,20,15,44.34,8.85861,-20.26232,0.364,0.3,1,R2500     ,509,33,1140,78,7.234,0.665,7.235,0.704,136.4,16.3,41.3,12.9,7.187,0.645,3.38E-01,9.00E-02,2.56E-12,8.44E-14,1.14E+45,3.77E+43,1.08E+45,3.56E+43,1.58E+45,5.22E+43,./proj_profs/MCXC_J0035.4-2015_kTZ.dat,1022,1.146,1.684,nan,nan,nan,nan,[3262]    ,[3262]
ABELL_0068,0,37,6.6,+,9,9,28.1,9.27747,9.15781,0.255,0.3,1,R2500     ,618,68,1356,146,9.289,1.602,9.027,1.522,nan,nan,nan,nan,9.717,1.436,6.62E-01,2.10E-01,3.28E-12,1.54E-13,6.41E+44,3.00E+43,5.95E+44,2.79E+43,9.64E+44,4.52E+43,None      ,1022,1.27,2.617,nan,nan,nan,nan,[3250]    ,[3250]
ABELL_0085,0,41,50.4,-,9,18,10.52,10.45993,-9.30292,0.055,0.3,1,R2500     ,543,10,1232,29,6.195,0.107,6.311,0.104,nan,nan,nan,nan,6.394,0.117,3.02E-01,2.40E-02,3.65E-11,2.59E-13,2.57E+44,1.82E+42,2.54E+44,1.80E+42,3.61E+44,2.56E+42,./proj_profs/ABELL_0085_kTZ.dat,1022,2.29,8.571,6.17,0.588,0.358,0.15,[904]     ,[904]
ABELL_2813,0,43,24.8,-,20,37,24.35,10.85345,-20.62343,0.292,0.3,1,R2500     ,559,37,1223,85,8.027,0.797,7.685,0.786,nan,nan,65.2,32.8,7.95,0.739,2.87E-01,8.60E-02,2.88E-12,8.84E-14,7.71E+44,2.37E+43,7.25E+44,2.22E+43,1.10E+45,3.37E+43,./proj_profs/ABELL_2813_kTZ.dat,1022,1.303,2.147,nan,nan,nan,nan,[9409]    ,[9409]
ZwCl_0040.8+2404,0,43,52.3,+,24,24,21.24,10.96779,24.4059,0.083,0.3,1,R2500     ,437,15,993,35,4.268,0.227,4.292,0.22,9,1.2,113.8,3.7,4.239,0.226,3.83E-01,8.00E-02,4.84E-12,1.63E-13,8.06E+43,2.71E+42,8.03E+43,2.71E+42,1.06E+44,3.57E+42,./proj_profs/ZwCl_0040.8+2404_kTZ.dat,1022,1.28,4.721,3.826,0.623,0.291,0.102,[11735]   ,[11735]
ABELL_0098N,0,46,24.7,+,20,37,18.63,11.60285,20.62184,0.104,0.3,1,R2500     ,405,25,900,60,3.768,0.385,3.631,0.401,10.6,5.9,179.6,13,3.782,0.387,5.40E-01,1.66E-01,1.20E-12,9.24E-14,3.24E+43,2.50E+42,3.24E+43,2.50E+42,4.20E+43,3.25E+42,./proj_profs/ABELL_0098N_kTZ.dat,2047,1.278,3.565,nan,nan,nan,nan,[11876  11877],[11876  11877]
A98ss     ,0,46,36.4,+,20,15,24.06,11.65162,20.25668,0.129,0.3,1,R2500     ,331,32,736,56,2.661,0.433,2.536,0.298,nan,nan,nan,nan,2.639,0.402,4.65E-01,2.72E-01,4.71E-13,6.36E-14,2.01E+43,2.72E+42,2.06E+43,2.78E+42,2.66E+43,3.60E+42,None      ,1022,1.163,2.423,nan,nan,nan,nan,[12185]   ,[12185]
ESO_351-_G_021,0,54,59.9,-,35,19,17.2,13.74966,-35.32144,0.057,0.3,1,R2500     ,228,9,510,39,1.282,0.055,1.187,0.096,3.7,0.9,105,6.9,1.28,0.054,4.17E-01,9.80E-02,3.37E-13,5.12E-14,2.56E+42,3.89E+41,2.61E+42,3.96E+41,3.61E+42,5.48E+41,./proj_profs/ESO_351-_G_021_kTZ.dat,1022,1.169,3.482,1.297,0.092,0.269,0.103,[5784]    ,[5784]
ABELL_0119,0,56,18.1,-,1,14,31.81,14.0755,-1.24217,0.044,0.3,1,R2500     ,541,12,1190,26,6.101,0.163,5.849,0.097,nan,nan,nan,nan,5.738,0.102,2.91E-01,2.90E-02,2.45E-11,2.83E-13,1.09E+44,1.27E+42,1.09E+44,1.25E+42,1.50E+44,1.74E+42,./proj_profs/ABELL_0119_kTZ.dat,2047,3.338,10.507,5.916,0.591,0.29,0.131,[4180  7918],[4180  7918]
ABELL_0122,0,57,22.9,-,26,16,50.92,14.34534,-26.28081,0.114,0.3,1,R2500     ,448,40,1009,89,4.582,0.686,4.537,0.694,nan,nan,nan,nan,4.613,0.633,6.91E-01,3.02E-01,1.57E-12,1.56E-13,5.09E+43,5.06E+42,5.05E+43,5.02E+42,6.67E+43,6.62E+42,None      ,1022,1.655,3.668,nan,nan,nan,nan,[9427]    ,[9427]
SPT-CLJ0058-6145,0,58,21.1,-,61,46,4.27,14.58803,-61.76785,0.83,0.3,1,R2500     ,322,129,667,123,5.072,2.358,4.314,0.944,nan,nan,nan,nan,4.416,1.052,3.41E-01,2.29E-01,1.14E-13,1.87E-14,3.78E+44,6.18E+43,3.96E+44,6.48E+43,5.26E+44,8.60E+43,None      ,1022,1.053,0.706,nan,nan,nan,nan,[13479]   ,[13479]
_SBV2004__RS_28,1,4,55.3,+,0,3,34.42,16.23024,0.05956,0.275,0.3,1,R2500     ,420,51,903,83,4.687,0.896,4.271,0.623,nan,nan,nan,nan,4.643,0.809,1.15E-01,1.33E-01,1.08E-12,9.35E-14,2.50E+44,2.17E+43,2.50E+44,2.16E+43,3.35E+44,2.90E+43,None      ,1022,1.254,1.686,nan,nan,nan,nan,[11765]   ,[11765]
ABELL_0141,1,5,35.5,-,24,37,48.21,16.39786,-24.63006,0.23,0.3,1,R2500     ,525,42,1210,107,6.756,0.85,7.108,1.007,158.8,28.2,61.3,34.7,6.576,0.772,1.84E-01,1.20E-01,2.03E-12,8.12E-14,3.13E+44,1.26E+43,3.02E+44,1.21E+43,4.34E+44,1.74E+43,./proj_profs/ABELL_0141_kTZ.dat,1022,1.383,2.405,nan,nan,nan,nan,[9410]    ,[9410]
SPT-CLJ0106-5943,1,6,28.2,-,59,43,13.41,16.61748,-59.72039,0.348,0.3,1,R2500     ,426,45,906,87,5.162,0.825,4.623,0.68,nan,nan,nan,nan,5.114,0.725,3.26E-01,1.58E-01,7.85E-13,6.28E-14,3.15E+44,2.52E+43,3.11E+44,2.49E+43,4.22E+44,3.38E+43,None      ,1022,1.192,1.453,nan,nan,nan,nan,[13468]   ,[13468]
MaxBCG_J016.70077+01.05926,1,6,49.5,+,1,3,22.55,16.70615,1.05626,0.254,0.3,1,R2500     ,419,15,928,42,4.578,0.226,4.401,0.289,11.8,0.7,68.4,2.8,4.565,0.271,2.17E-01,7.40E-02,1.10E-12,3.61E-14,2.12E+44,6.98E+42,2.11E+44,6.96E+42,2.82E+44,9.30E+42,./proj_profs/MaxBCG_J016.70077+01.05926_kTZ.dat,1022,1.028,1.782,4.059,0.412,0.267,0.111,[10465]   ,[10465]
CIZA_J0107.7+5408,1,7,45.1,+,54,7,57.61,16.93808,54.13267,0.107,0.3,1,R2500     ,634,23,1413,65,8.567,0.452,8.519,0.522,305.5,46,66.1,52.3,7.682,0.367,2.08E-01,4.20E-02,1.37E-11,2.03E-13,3.90E+44,5.77E+42,3.80E+44,5.62E+42,5.69E+44,8.42E+42,./proj_profs/CIZA_J0107.7+5408_kTZ.dat,1022,1.257,5.481,6.642,1.385,0.184,0.136,[15152]   ,[15152]
ABELL_0160,1,13,5.7,+,15,31,47.36,18.27366,15.52982,0.045,0.3,1,R2500     ,275,10,620,33,1.778,0.086,1.703,0.064,nan,nan,nan,nan,1.836,0.108,1.72E-01,4.10E-02,1.77E-12,1.31E-13,8.06E+42,5.97E+41,8.17E+42,6.05E+41,1.13E+43,8.37E+41,./proj_profs/ABELL_0160_kTZ.dat,1022,2.12,5.283,1.807,0.375,0.094,0.069,[3219]    ,[3219]
NSCS_J011502+002441,1,15,3.8,+,0,24,14.76,18.76582,0.4041,0.045,0.3,1,R2500     ,353,9,804,27,2.803,0.09,2.792,0.072,nan,nan,nan,nan,2.804,0.09,3.53E-01,4.50E-02,4.15E-12,1.30E-13,1.90E+43,5.96E+41,1.91E+43,5.99E+41,2.49E+43,7.80E+41,./proj_profs/NSCS_J011502+002441_kTZ.dat,1022,3.115,6.758,2.482,0.382,0.306,0.132,[3203]    ,[3203]
ABELL_2895,1,18,11.3,-,26,57,54.93,19.54693,-26.96526,0.227,0.3,1,R2500     ,594,39,1355,101,8.439,0.862,8.769,0.991,168.7,33.9,90.1,37.8,8.394,0.858,3.01E-01,1.07E-01,3.31E-12,1.00E-13,4.96E+44,1.50E+43,4.70E+44,1.42E+43,7.24E+44,2.19E+43,./proj_profs/ABELL_2895_kTZ.dat,1022,1.471,2.747,nan,nan,nan,nan,[9429]    ,[9429]
UGC_00842 ,1,18,53.6,-,1,0,7.39,19.72348,-1.00205,0.045,0.3,1,R2500     ,265,11,614,35,1.673,0.086,1.689,0.091,nan,nan,215.2,20.7,1.669,0.085,2.26E-01,4.90E-02,7.89E-13,6.22E-14,3.69E+42,2.91E+41,3.75E+42,2.95E+41,5.21E+42,4.11E+41,./proj_profs/UGC_00842_kTZ.dat,1022,1.095,5.036,1.745,0.173,0.197,0.151,[4963]    ,[4963]
SPT-CLJ0123-4821,1,23,11.8,-,48,21,23.77,20.7992,-48.3566,0.62,0.3,1,R2500     ,340,43,805,105,4.493,0.74,4.894,0.847,nan,nan,nan,nan,4.551,0.743,4.64E-01,1.95E-01,1.69E-13,1.87E-14,2.72E+44,3.01E+43,2.77E+44,3.06E+43,3.67E+44,4.06E+43,None      ,1022,1.07,0.836,nan,nan,nan,nan,[13491]   ,[13491]
ABELL_0193,1,25,7.2,+,8,42,1.17,21.2802,8.70032,0.049,0.3,1,R2500     ,407,11,927,31,3.648,0.139,3.67,0.157,134.9,9,43.9,16.1,3.645,0.138,3.42E-01,5.40E-02,7.13E-12,2.05E-13,3.87E+43,1.11E+42,3.87E+43,1.11E+42,5.05E+43,1.45E+42,./proj_profs/ABELL_0193_kTZ.dat,1022,1.191,7.228,3.725,0.483,0.307,0.115,[6931]    ,[6931]
ABELL_0209,1,31,52.8,-,13,36,40.91,22.97007,-13.61136,0.206,0.3,1,R2500     ,607,33,1371,84,8.598,0.714,8.797,0.772,86.6,24.7,165.6,30.6,8.547,0.665,2.50E-01,8.20E-02,5.45E-12,1.39E-13,6.57E+44,1.67E+43,6.23E+44,1.59E+43,9.67E+44,2.46E+43,./proj_profs/ABELL_0209_kTZ.dat,2047,1.313,3.023,nan,nan,nan,nan,[3579  522],[3579  522]
Abell_222 ,1,37,34.7,-,12,59,35.03,24.39465,-12.99306,0.211,0.3,1,R2500     ,404,18,911,41,4.135,0.273,4.09,0.269,148.8,21.5,48.2,38,4.137,0.274,2.16E-01,7.00E-02,1.29E-12,5.19E-14,1.64E+44,6.60E+42,1.65E+44,6.62E+42,2.18E+44,8.77E+42,./proj_profs/Abell_222_kTZ.dat,1022,1.032,1.977,nan,nan,nan,nan,[4967]    ,[4967]
Abell_223 ,1,37,56,-,12,49,11.18,24.48354,-12.81977,0.207,0.3,1,R2500     ,473,28,1038,64,5.467,0.501,5.205,0.509,nan,nan,120.9,31.3,5.47,0.5,2.47E-01,1.00E-01,1.14E-12,5.10E-14,1.38E+44,6.21E+42,1.36E+44,6.09E+42,1.87E+44,8.38E+42,./proj_profs/Abell_223_kTZ.dat,1022,1.152,2.347,nan,nan,nan,nan,[4967]    ,[4967]
MACS0140.0-0555,1,40,1.6,-,5,55,8.75,25.0065,-5.9191,0.454,0.3,1,R2500     ,476,39,1095,97,7.015,0.804,7.351,0.909,nan,nan,nan,nan,7.139,0.822,2.56E-01,1.03E-01,1.00E-12,5.57E-14,7.58E+44,4.21E+43,7.12E+44,3.95E+43,1.04E+45,5.79E+43,None      ,2047,1.149,1.378,nan,nan,nan,nan,[12243  5013],[12243  5013]
MCXC_J0142.0+2131,1,42,3.2,+,21,31,16.27,25.51344,21.52119,0.28,0.3,1,R2500     ,526,30,1186,74,7.098,0.596,7.173,0.656,nan,nan,nan,nan,7.218,0.649,1.18E-01,9.00E-02,2.35E-12,7.08E-14,5.70E+44,1.72E+43,5.43E+44,1.64E+43,8.00E+44,2.41E+43,None      ,1022,1.265,2.08,nan,nan,nan,nan,[10440]   ,[10440]
SDSS_J015021.27-100530.5_GROUP,1,50,21.2,-,10,5,29.35,27.58853,-10.09149,0.365,0.3,1,R2500     ,378,30,870,73,4.229,0.485,4.345,0.546,nan,nan,nan,nan,4.233,0.485,2.29E-01,1.12E-01,7.69E-13,5.64E-14,3.46E+44,2.53E+43,3.51E+44,2.57E+43,4.65E+44,3.41E+43,./proj_profs/SDSS_J015021.27-100530.5_GROUP_kTZ.dat,1022,1.19,1.251,nan,nan,nan,nan,[11711]   ,[11711]
SPT-CLJ0151-5954,1,51,22.9,-,59,54,26.99,27.84525,-59.9075,1.03,0.3,1,R2500     ,246,174,590,145,3.813,2.797,4.225,1.11,nan,nan,nan,nan,3.561,0.956,3.86E-01,3.16E-01,4.24E-14,1.12E-14,2.40E+44,6.36E+43,2.75E+44,7.27E+43,3.57E+44,9.45E+43,None      ,2047,1.039,0.507,nan,nan,nan,nan,[13480  14380],[13480  14380]
MCXC_J0152.5-2853,1,52,34.5,-,28,53,37.28,28.14375,-28.89369,0.341,0.3,1,R2500     ,457,31,1026,72,5.826,0.584,5.797,0.603,nan,nan,nan,nan,5.815,0.584,5.80E-02,8.10E-02,1.10E-12,3.39E-14,4.21E+44,1.30E+43,4.09E+44,1.26E+43,5.72E+44,1.77E+43,None      ,1022,1.125,1.579,nan,nan,nan,nan,[3264]    ,[3264]
ABELL_0267,1,52,42.6,+,1,0,44.31,28.17743,1.01231,0.231,0.3,1,R2500     ,563,32,1265,82,7.673,0.659,7.739,0.754,148.4,16.5,54.9,15,7.57,0.63,3.93E-01,1.06E-01,2.78E-12,6.99E-14,4.34E+44,1.09E+43,4.13E+44,1.04E+43,6.14E+44,1.55E+43,./proj_profs/ABELL_0267_kTZ.dat,1022,1.224,2.568,nan,nan,nan,nan,[3580]    ,[3580]
SPT-CLJ0156-5541,1,56,10.1,-,55,41,55.49,29.04227,-55.69875,1.22,0.3,1,R2500     ,266,59,564,156,5.334,1.1,4.73,1.257,nan,nan,nan,nan,5.334,1.101,1.70E-02,8.10E-02,9.51E-14,1.62E-14,8.23E+44,1.40E+44,8.56E+44,1.46E+44,1.17E+45,2.00E+44,None      ,1022,1.075,0.531,nan,nan,nan,nan,[13489]   ,[13489]
MCXC_J0220.9-3829,2,20,56.6,-,38,28,49.49,35.23568,-38.48041,0.229,0.3,1,R2500     ,414,23,941,53,4.378,0.373,4.424,0.387,nan,nan,110.5,7.7,4.346,0.368,5.46E-01,1.40E-01,1.54E-12,8.89E-14,2.34E+44,1.36E+43,2.34E+44,1.35E+43,3.08E+44,1.78E+43,./proj_profs/MCXC_J0220.9-3829_kTZ.dat,1022,1.23,1.903,nan,nan,nan,nan,[9411]    ,[9411]
ABELL_3017,2,25,53.2,-,41,54,54.72,36.47154,-41.9152,0.22,0.3,1,R2500     ,538,45,1246,118,7.013,0.937,7.435,1.135,36.9,7.7,109.8,14.7,7.115,0.939,1.11E-01,1.06E-01,2.91E-12,1.30E-13,4.05E+44,1.80E+43,3.89E+44,1.73E+43,5.71E+44,2.54E+43,./proj_profs/ABELL_3017_kTZ.dat,1022,1.08,2.554,nan,nan,nan,nan,[15110]   ,[15110]
WHL_J022825.9+003202,2,28,25.7,+,0,31,58.14,37.10723,0.53282,0.414,0.3,1,R2500     ,373,195,1313,505,4.326,3.319,9.946,5.79,nan,nan,nan,nan,2.425,1.333,1.80E-02,3.73E-01,4.22E-14,2.56E-14,2.56E+43,1.56E+43,2.86E+43,1.74E+43,3.88E+43,2.35E+43,None      ,2047,1.006,1.139,nan,nan,nan,nan,[10794  10744],[10744  10794]
MZ_10451  ,2,29,45.5,-,29,37,43.25,37.43972,-29.62868,0.061,0.3,1,R2500     ,179,9,829,458,0.819,0.041,3,3,11.6,10.7,73.1,20.1,0.733,0.041,1.58E-01,1.67E-01,1.12E-13,2.72E-14,9.71E+41,2.35E+41,9.98E+41,2.42E+41,1.59E+42,3.85E+41,./proj_profs/MZ_10451_kTZ.dat,3072,1.073,2.569,nan,nan,nan,nan,[10467  10800  10802],[10467  10800  10802]
SPT-CL_J0232-4421,2,32,18.6,-,44,20,46.38,38.07771,-44.34622,0.284,0.3,1,R2500     ,541,38,1227,92,7.497,0.807,7.682,0.868,nan,nan,nan,nan,7.636,0.811,2.18E-01,9.50E-02,3.71E-12,1.28E-13,9.25E+44,3.20E+43,8.75E+44,3.03E+43,1.31E+45,4.53E+43,None      ,1022,1.259,2.123,nan,nan,nan,nan,[4993]    ,[4993]
SPT-CL_J0234-5831,2,34,41.9,-,58,31,25.1,38.67472,-58.52364,0.415,0.3,1,R2500     ,556,98,1214,234,8.927,2.301,8.577,2.473,nan,nan,nan,nan,10.958,3.63,2.44E-01,3.14E-01,8.68E-13,7.57E-14,5.29E+44,4.61E+43,4.72E+44,4.11E+43,8.03E+44,7.00E+43,None      ,1022,1.12,1.695,nan,nan,nan,nan,[13403]   ,[13403]
ABELL_0368,2,37,27.7,-,26,30,28.75,39.36524,-26.50799,0.22,0.3,1,R2500     ,497,46,1097,95,6.058,0.896,5.851,0.83,nan,nan,nan,nan,6.08,0.768,3.05E-01,1.38E-01,2.52E-12,1.32E-13,3.51E+44,1.85E+43,3.41E+44,1.79E+43,4.79E+44,2.52E+43,None      ,1022,1.276,2.353,nan,nan,nan,nan,[9412]    ,[9412]
400d_J0237-5224,2,38,0.8,-,52,25,11.12,39.5034,-52.41976,0.136,0.3,1,R2500     ,355,30,797,82,3.066,0.421,2.966,0.511,nan,nan,nan,nan,3.171,0.43,3.85E-01,2.01E-01,6.10E-13,9.76E-14,2.93E+43,4.69E+42,2.97E+43,4.76E+42,3.86E+43,6.18E+42,None      ,1022,1.319,2.488,nan,nan,nan,nan,[9392]    ,[9392]
ABELL_0370,2,39,53,-,1,34,45.63,39.97075,-1.57934,0.375,0.3,1,R2500     ,558,30,1234,74,8.658,0.637,8.487,0.652,256.7,27.7,42.3,25.6,8.753,0.459,2.85E-01,7.40E-02,1.55E-12,2.49E-14,7.42E+44,1.19E+43,6.84E+44,1.10E+43,1.07E+45,1.72E+43,./proj_profs/ABELL_0370_kTZ.dat,1022,1.206,1.813,nan,nan,nan,nan,[515]     ,[515]
MACS_J0242.6-2132,2,42,35.9,-,21,32,26.06,40.64954,-21.54057,0.314,0.3,1,R2500     ,459,40,998,87,5.709,0.763,5.351,0.721,9.4,1.6,85.7,5.7,5.751,0.774,1.51E-01,1.15E-01,1.57E-12,9.65E-14,4.96E+44,3.05E+43,4.83E+44,2.97E+43,6.72E+44,4.13E+43,./proj_profs/MACS_J0242.6-2132_kTZ.dat,1022,1.156,1.675,nan,nan,nan,nan,[3266]    ,[3266]
SPT-CLJ0243-5930,2,43,27.1,-,59,31,2.08,40.863,-59.51724,0.635,0.3,1,R2500     ,410,53,960,136,6.412,1.069,6.942,1.29,nan,nan,nan,nan,6.502,1.066,3.47E-01,1.40E-01,3.60E-13,3.38E-14,6.15E+44,5.77E+43,5.82E+44,5.46E+43,8.31E+44,7.80E+43,None      ,2047,1.042,0.997,nan,nan,nan,nan,[15573  13484],[13484  15573]
ABELL_S0295,2,45,26.8,-,53,1,47.84,41.36158,-53.02996,0.3,0.3,1,R2500     ,529,34,1173,78,7.297,0.701,7.158,0.698,165.9,21.6,36.2,26.5,7.348,0.706,2.14E-01,7.60E-02,3.41E-12,1.15E-13,9.68E+44,3.26E+43,9.17E+44,3.09E+43,1.36E+45,4.57E+43,./proj_profs/ABELL_S0295_kTZ.dat,1022,1.2,1.993,7.072,0.896,0.257,0.059,[12260]   ,[12260]
400d_J0245+0936,2,45,48.9,+,9,36,38.32,41.45384,9.61064,0.147,0.3,1,R2500     ,323,41,864,150,2.601,0.545,3.484,1.043,nan,nan,nan,nan,2.629,0.538,7.00E-01,5.41E-01,2.85E-13,6.98E-14,1.62E+43,3.98E+42,1.66E+43,4.06E+42,2.12E+43,5.19E+42,None      ,1022,1.27,2.119,nan,nan,nan,nan,[9394]    ,[9394]
