0,1
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
258.11555,-23.36854
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
16.39327,-24.63299
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
36.47117,-41.91793
82.221,-39.47098
82.221,-39.47098
82.221,-39.47098
82.221,-39.47098
82.221,-39.47098
82.221,-39.47098
82.221,-39.47098
82.221,-39.47098
82.221,-39.47098
82.221,-39.47098
