Cluster Name,Angular Separation (arcseconds),Z Separation,Z Separation over +1,K0
ABELL_1142,25.672765278435957,0.05714285714285699,0.0019323671497584493,
SPT-CL_J0559-5249,24.591874737402446,0.0009819967266774697,0.000372439478584689,
A1882a,23.69807138858814,0.014680851063829707,0.0018141980718667735,61.30445118
ABELL_S0463,23.584442132599694,0.11871794871794877,0.004456207892204044,117.4694868
SPT-CLJ0151-5954,23.409686657872513,,,
ABELL_3411,23.3289688985082,0.033550295857988216,0.004850299401197612,194.0207
WHL_J091834.3+295318,23.17385234917729,0.09688581314878902,0.021722265321955026,
ABELL_2813,23.06648966044046,0.029352739726027383,0.006633900928792566,136.338408
ABELL_S0821,22.673607541623607,0.004008438818565311,0.0007679870654809851,
400d_J0340-2840,22.236543557042676,0.0025000000000000512,0.00015917602996255007,
MCXC_J1853.9+6822,22.159576267754918,0.02150537634408604,0.0018298261665141828,76.43099856
ABELL_2465,21.900571186193638,0.004081632653061228,0.0008032128514056232,
ABELL_1285,21.456641148336526,0.012028301886792438,0.001152802893309221,186.2471272
ABELL_0267,20.960214777729487,0.005454545454545503,0.001023558082859473,148.3987313
ABELL_3376,20.619387729152745,0.0019565217391304306,8.604206500956003e-05,
MCXC_J1731.6+2251,20.536663683539857,0.016393442622950834,0.004392386530014645,
ABELL_0399,20.389515268864173,0.009597222222222184,0.0006445895522388033,
3C_089,20.334932097708165,0.000841726618705079,0.00010272168568920631,30.85529989
XMMU_J1230.3+1339,20.299747591776292,0.0037948717948718324,0.0018734177215190058,
ABELL_3126,20.12669714337737,0.17379069767441846,0.013762430939226506,158.2219142
WHL_J224319.8-093530,19.974502529591067,0.016203703703703717,0.004888268156424585,
ABELL_3695,19.910179201418707,0.002471910112359528,0.00020202020202020018,307.1827832
ABELL_S0579,19.434321181841682,0.0075000000000000145,0.0009895833333333352,129.9660214
ABELL_4023,19.206894690567434,0.005652849740932687,0.0009145012573344582,
MCXC_J1022.0+3830,19.118225921064642,0.08163265306122441,0.0038131553860819797,38.80329833
MACS_J1824.3+4309,19.068351909469435,0.008213552361396311,0.0026899798251513135,
SPT-CL_J2023-5535,18.8356908367088,0.0041250000000000574,0.0007767857142857252,186.1274536
SPT-CL_J0551-5709,17.99986355150376,0.008274231678487004,0.0024595924104005643,
ABELL_3094,17.83540882854273,0.00889705882352933,0.0005664794007490584,31.06338224
ABELL_S0295,17.818402472659653,0.009333333333333416,0.002153846153846173,165.9385756
ABELL_0868,17.794018561174262,0.006535947712418307,0.0008673026886383355,192.9424753
MACS_J2135-0102,17.770046586787316,0.04307692307692312,0.010566037735849066,
ABELL_0401,17.764013940783823,0.03487837837837838,0.00240316573556797,154.5969414
ABELL_0548A,17.42843352371973,0.009824999999999938,0.000377884615384613,23.65768001
MCXC_J0528.2-2942,17.412334489715235,0.02354430379746836,0.003212435233160623,88.46344223
SPT-CLJ0156-5541,17.38285955251519,0.06024590163934436,0.033108108108108165,
ABELL_1569,16.901041194185858,0.06849315068493138,0.004659832246039134,136.4489512
ABELL_2426,16.620601121485183,0.024285714285714216,0.0021675774134790465,54.81814076
WARP_J1120.1+4318,16.34147512581471,0.01833333333333335,0.006875000000000006,
3C_444,15.931605489564072,0.0,0.0,0.958330637
ABELL_3158,15.59660341059846,0.04199999999999991,0.0023773584905660322,
ABELL_0644,15.256607211761178,0.22857142857142837,0.01495327102803737,70.2403013
ABELL_S0821,15.215363610937478,0.0037552742616033838,0.0007194826192400985,
ABELL_2645,14.666252281526273,0.0,0.0,
ABELL_3391,14.585557596239813,0.08431372549019618,0.00409134157944815,203.1511794
ABELL_0665,14.534954260312501,0.043956043956043994,0.006768189509306267,
NSC_J092017+303027,14.202267199948544,0.15891472868217046,0.032591414944356106,128.4870946
ZwCl_0806.5+2822,14.073774374031679,0.33413333333333334,0.07710769230769231,
ABELL_2187,13.623613936357593,0.005434782608695657,0.0008445945945945954,91.55583415
ABELL_1775,13.512314749585794,0.04722222222222223,0.0031716417910447763,56.89448717
SPT-CLJ2345-6405,13.410234192578752,,,
MCXC_J0142.0+2131,12.850960530078888,0.021428571428571446,0.004687500000000004,
GMBCG_J179.81192+49.79669,12.850283148986874,0.08616187989556143,0.02386117136659438,
WHL_J131505.2+514902,12.609382760201795,0.03092783505154642,0.006971340046475607,159.8951474
ABELL_0550,12.463992854398146,0.006464646464646481,0.000582347588717017,120.2468801
NSCS_J121831+401236,12.407111828058678,0.05625000000000005,0.013636363636363648,
400d_J1221+4918,12.362608771450004,0.0014285714285714299,0.0005882352941176475,
WHL_J130558.9+263048,12.18056098160097,0.009836065573770501,0.002298850574712646,
ESO_552-_G_020,11.983357719621585,0.0070967741935484335,0.00021338506304558822,-6.756358797
ABELL_2218,11.631068291410255,0.02272727272727275,0.0034013605442176904,
SPT-CLJ2148-6116,11.617025675453132,0.004028021015761962,0.0014640356460853467,
WHL_J093820.9+520243,11.519048811223696,0.04999999999999989,0.013235294117647031,92.45939451
Abell_222,11.347963182301571,0.18933649289099533,0.032989265070189934,148.8488644
ZwCl_1006.1+1201,11.25432729738054,0.18900452488687783,0.03420966420966421,122.6603589
MACS_J1006.9+3200,11.184132758455315,0.10935933147632317,0.0288888888888889,
ABELL_1644,11.084644405120354,0.010127659574468026,0.00045463228271250933,21.22217558
ABELL_3739,10.932142581610297,0.005393939393939405,0.0007639484978540789,81.93557204
SPT-CLJ0456-5116,10.396487670632556,0.0012455516014233503,0.0004481434058898354,
SPT-CLJ2233-5339,10.394593697113987,0.08652708333333331,0.02806283783783783,
400d_J0328-2140,10.29552580770277,0.0,0.0,
ABELL_2457,10.181829713703161,0.03784745762711863,0.002108593012275731,24.0492158
RX_J0848.8+4455,10.137709065653977,0.05340699815837921,0.018794556059624053,
ABELL_3921,10.0137060755561,0.05815053763440856,0.004947849954254342,75.1187525
MCXC_J0027.8+2616,9.802595137681736,0.002724795640326978,0.0007315288953913686,
ABELL_2384,9.664648493701309,0.06460638297872336,0.00555118829981718,25.35912117
ABELL_2142,9.647771922609392,0.0,0.0,
ABELL_2147,9.426108568634735,0.0,0.0,163.0075039
MACS_J1105.7-1014,9.412960599125798,0.0,0.0,
ABELL_1831,9.321404229042972,0.06557377049180334,0.0037700282752120675,77.35375075
NSC_J174715+451155,9.304340168788297,0.005987261146496792,0.0008124459809853037,290.6924328
ABELL_1446,8.998177856042824,0.0,0.0,157.7421953
SPT-CLJ0123-4821,8.971745130460382,0.054838709677419405,0.020987654320987672,
ABELL_1300,8.669443058800553,0.0022801302931595387,0.0005355776587605038,65.70918963
SPT-CLJ0352-5647,8.513852519997187,0.03201492537313445,0.012844311377245558,
400d_J0405-4100,8.430950885289803,,,
ABELL_0545,8.336717885241818,0.028376623376623458,0.003786828422876961,146.987437
WBL_154,8.335915875095232,0.08045454545454549,0.0017318982387475544,
ABELL_S1101,8.292117936837474,0.029310344827586206,0.0016068052930056712,11.52628718
ABELL_3404,8.271881624743386,0.02335329341317374,0.003341902313624691,95.05543433
MACS_J0416.1-2403,8.242449871593287,0.046904761904761894,0.013873239436619715,76.27244299
ABELL_0795,8.238400809847947,0.0,0.0,27.92727248
NSCS_J150117+422152,7.9560477536601875,0.0034246575342465786,0.0007739938080495363,
CIZA_J0616.3-2156,7.857334589929603,0.0,0.0,234.5265244
ABELL_1991,7.799805832502388,0.0,0.0,0.392457618
ABELL_1750N,7.679259740186329,0.0,0.0,93.06013847
SDSSCGB_08842,7.654235432991994,0.0007981220657277159,0.00023842917251052384,
MZ_10451,7.613034575320241,0.003278688524590144,0.00018850141376060208,11.59111244
MCXC_J0454.1-0300,7.531051636949616,0.020000000000000018,0.007096774193548394,193.3504602
SPT-CLJ2146-4633,7.515864399197166,0.005144694533762086,0.002483186756337313,
MACS_J0417.5-1154,7.412261264684403,0.0018181818181818702,0.0005555555555555715,23.91943497
SPT-CLJ0058-6145,7.364694752346635,,,
SPT-CLJ0058-6145,7.364694752346635,,,
ABELL_2813,7.357519725991541,0.020616438356164283,0.004659442724458181,136.338408
ABELL_1201,7.2585526670399645,0.0059171597633136145,0.0008554319931565448,63.5996139
SPT-CLJ2135-5726,7.132884755164058,0.008196721311475417,0.002452697967764543,
ABELL_0193,6.886949510524223,0.031897959183673504,0.0014899904671115368,134.9381158
Cl_0016+16,6.877287695322621,0.004251386321626559,0.0014925373134328157,165.4635935
MCXC_J2228.6+2036,6.718020285596058,0.0,0.0,
ABELL_3739,6.712138436251078,0.007818181818181731,0.0011072961373390434,81.93557204
MCXC_J0510.7-0801,6.706933347222119,0.013636363636363648,0.0024590163934426253,122.1721219
CIZA_J1804.4+1002,6.652332520341435,0.18157894736842106,0.023958333333333335,26.2681311
MACS_J2129-0741,6.440839528303199,0.0016977928692699506,0.0006293266205160484,
CIZA_J1938.3+5409,6.117294950334443,0.0,0.0,82.491668
MCXC_J2344.2-0422,5.9977219927068495,0.27848101265822783,0.020389249304911955,108.5706686
ABELL_3399,5.845572960431382,0.02300492610837442,0.00388196176226102,59.43485922
ABELL_3880,5.837748134692348,0.002086206896551657,0.00011436672967863526,0.852947986
SPT-CL_J2359-5009,5.813113309687079,0.014342105263157922,0.00619318181818183,
400d_J1312+3900,5.80136728072775,0.000420792079207792,0.00012108262108258403,
MACS_J1354.6+7715,5.800820054089571,0.007556675062972299,0.002147458840372228,
MACS_J1108.9+0906,5.79116655992058,0.031180400890868622,0.009661835748792279,80.24928325
ACT-CL_J0616-5227,5.764083061619574,0.045183098591549294,0.018760233918128654,
LCDCS_0954,5.7486362692287285,0.0,0.0,
XMMU_J0954+1738,5.714531591853425,0.0026570048309178503,0.0012035010940918927,
ABELL_3292,5.687476071528966,0.13162790697674415,0.019317406143344706,108.1164434
PLCKESZ_G292.51+21.98,5.657087511644598,,,
SDSS_J1115+5319_CLUSTER,5.632079577623798,0.0,0.0,
SPT-CLJ2218-4519,5.575717364541157,,,
ABELL_1033,5.4574515387832285,0.051619047619047585,0.005776198934280636,122.9451419
ABELL_0068,5.429987121486064,0.022000000000000016,0.004470119521912354,
400d_J1120+2326,5.391438630448545,0.04448398576512439,0.0160051216389244,
SPT-CLJ2106-5844,5.3566715954751585,,,
MCXC_J1252.5-3116,5.317230933404118,0.023773584905660457,0.0011965811965812007,
MCXC_J1010.5-1239,5.31251025841717,0.016279069767441912,0.0037663335895465147,22.53130311
SDSS_J1029+2623,5.17046737144462,0.002568493150685029,0.0009469696969697328,
SPT-CLJ2218-4519,5.118259036594619,,,
ClG_2153.8+3746,5.105309374479681,0.005821917808219107,0.0013157894736841945,55.18910806
ZwCl_0024.0+1652,4.901885951882006,0.03589743589743593,0.010071942446043173,
ABELL_0773,4.89644803172954,0.0,0.0,179.0965143
WHL_J022825.9+003202,4.758392468737494,0.0458937198067632,0.01343705799151341,
MACS_J0911.2+1746,4.617310356302823,0.0001980198019801762,6.644518272424518e-05,
ABELL_0578,4.569137139533444,0.002609195402298908,0.00020883164673413522,16.57594366
NSCS_J122648+215157,4.541702208644081,0.1837837837837838,0.049635036496350364,57.71948801
ABELL_1668,4.5134819312257095,0.015873015873015886,0.000940733772342428,6.156200485
MCXC_J2049.9-3216,4.4461430202337064,,,
PLCKESZ_G264.41+19.48,4.422431216293512,0.9041666666666667,0.175,94.34654772
MACS_J0451.9+0006,4.351816266899354,0.011627906976744196,0.0034965034965035,
RBS_0653,4.277216976957744,0.0010563380281688978,0.00023364485981305837,27.86244943
ABELL_1651,4.229624239532459,0.002070588235294066,0.00016221198156681624,
ABELL_0209,4.199887299648105,0.018543689320388437,0.003167495854063033,86.64448655
ABELL_2104,4.126947462927614,0.003921568627450912,0.0005203816131829917,159.1420735
MCXC_J1000.5+4409,4.125912400080933,0.006493506493506499,0.0008665511265164653,16.98456922
SPT-CLJ0307-6225,4.069286099388433,0.005747841105354055,0.002107663077897402,
MACS_J0949.8+1708,4.01422820504025,0.0,0.0,
ABELL_2657,3.9936155230165813,0.002499999999999898,9.615384615384224e-05,
ABELL_0853,3.9800720283072173,0.012048192771084347,0.0017152658662092641,
Hercules_A,3.9653192078816533,0.13548387096774187,0.018181818181818174,0.604461984
ABELL_2667,3.944548175694101,0.01999999999999997,0.003739837398373978,19.09767186
MCXC_J0437.1+0043,3.8977328456068845,0.2385964912280701,0.052918287937743176,39.93917798
ABELL_2244,3.848157375609798,0.020618556701030945,0.0018231540565177774,
400d_J1354-0221,3.8478176150328776,0.0034065934065933565,0.0012031047865459074,
SPT-CLJ2034-5936,3.7722050307953623,,,
Hydra_A,3.7660814608059736,0.03363636363636359,0.0017535545023696659,15.71093906
ABELL_3088,3.7415233543237223,0.003557312252964474,0.0007182761372705602,20.39011203
ABELL_2445,3.7169952021503176,0.012048192771084347,0.0017152658662092641,69.91472572
ABELL_3322,3.7111224611469766,0.08010000000000003,0.013350000000000006,104.6131418
ABELL_0586,3.670230517918209,0.002923976608187137,0.0004269854824935956,116.1097722
CXOU_J052215-481816,3.6390082799384174,0.0,0.0,
CXOU_J052215-481816,3.6390082799384174,,,
MCXC_J2311.5+0338,3.563737885667586,0.17666666666666664,0.04076923076923076,85.30271484
ABELL_2626,3.517888538236017,0.0363636363636364,0.0018957345971564,13.52763109
ABELL_1767,3.4860496890979418,0.21428571428571436,0.014018691588785052,136.5656039
MCXC_J2211.7-0349,3.4313391887543934,0.2518518518518518,0.05354330708661418,96.78974631
ESO_351-_G_021,3.423425955080471,0.0012280701754386074,6.622516556291449e-05,3.731300186
MACS_J0717+3745,3.3757769516789753,0.03406593406593397,0.012031047865459218,
ABELL_1722,3.2839511526610097,0.0060975609756097615,0.0015060240963855433,
NSCS_J135021+094042,3.1735597329932097,0.4777777777777779,0.03944954128440368,-6.288573339
ABELL_2485,3.1353443108519827,0.0021093117408906626,0.00041780272654369987,74.81380637
WARP_J0030.5+2618,3.0636903105368782,0.0040000000000000036,0.0013333333333333346,
MACS_J0358.8-2955,3.0202220223831415,0.021176470588235314,0.006315789473684216,26.15137019
PKS_0745-19,3.0063013659152253,0.00291262135922325,0.0002719854941069762,8.581463682
ABELL_2409,2.993088835234043,0.006756756756756763,0.0008710801393728232,12.42390237
ABELL_S0592,2.990180515784187,0.020045045045045087,0.0036415711947626918,30.59350661
ABELL_S0780,2.918409123323873,0.0068220338983050865,0.0013025889967637544,20.93321052
ABELL_0013,2.8712781582716125,0.010638297872340436,0.0009140767824497265,130.0141494
ACT-CL_J0346-5438,2.870185116778312,0.03441818181818182,0.012212903225806452,
MCXC_J0425.8-0833,2.830110695349067,0.4,0.015384615384615384,6.655858271
ABELL_1413,2.8280337024034083,0.1888111888111887,0.023622047244094474,57.42004265
SPT-CL_J2341-5119,2.805220280406949,0.00701402805611212,0.003503503503503451,
MACS_J0553.4-3342,2.795197828630578,0.05085995085995099,0.014712153518123704,106.5767327
SPT-CLJ2259-6057,2.7739822922531925,,,
SPT-CLJ2259-6057,2.7739822922531925,,,
MACS_J0308.9+2645,2.7551946935244818,0.06975308641975311,0.017069486404833842,144.0107058
ABELL_0085,2.7334388317798193,0.0054545454545454845,0.0002843601895734613,
ABELL_2665,2.6998550698842743,0.24999999999999997,0.013257575757575756,
MKW_03s,2.648691545261833,0.022222222222222244,0.0009569377990430631,18.04446962
ABELL_1763,2.6035282056257167,0.02242152466367715,0.004088307440719545,186.6190173
SPT-CL_J0234-5831,2.598020206928643,0.0009638554216866409,0.00028268551236746,
SpARCS_J161314+564930,2.581010121775794,0.0011481056257175671,0.0005344735435595943,
SPT-CLJ0310-4647,2.580139377937922,0.0036671368124117573,0.0015213575190169313,
SPT-CLJ0307-6225,2.56013265255311,0.0017012089810017508,0.0006238125395820226,
ABELL_3017,2.540652557605116,0.0013636363636363397,0.00024590163934425796,36.91575937
SPT-CLJ2145-5644,2.4286875006634183,0.002708333333333382,0.0008783783783783941,
SPT-CLJ0307-5042,2.4162949680985077,0.05090909090909075,0.0180645161290322,
ZwCl_0949.6+5207,2.393297686741198,0.004672897196261686,0.0008237232289950584,4.89507121
WARP_J1113.0-2615,2.3775595077454614,0.0,0.0,
IC_1365,2.3746938418940275,0.011346938775510223,0.0005300285986653965,160.8333657
ABELL_1835,2.372446094610115,0.0039525691699604775,0.0007980845969672791,11.29913407
RDCS_J0542-4100,2.357830470028612,0.0026562500000000544,0.0010365853658536796,
ABELL_2537,2.3341637057651963,0.04085084745762724,0.009305791505791533,78.80610706
MCXC_J0439.0+0715,2.3236530216385853,0.06521739130434775,0.0121951219512195,57.20741694
WARP_J1226.9+3332,2.198657418411319,0.0,0.0,
WHL_J125933.4+600409,2.196337259759076,0.04848484848484836,0.012030075187969893,327.1141556
ABELL_3128,2.1820839453967067,0.0736666666666668,0.004169811320754724,12.12847441
ZwCl_1742.1+3306,2.179629848208211,0.005263157894736811,0.0003717472118959085,12.33495451
ABELL_3827,2.1522319623316895,0.017346938775510135,0.00154826958105646,133.7258559
ABELL_0980,2.088396340032069,0.0025316455696203256,0.0003454231433506144,150.123671
SPT-CL_J0232-4421,2.024875207968267,,,
SPT-CL_J0232-4421,2.024875207968267,,,
ABELL_2507,2.02086968103697,0.05643367346938769,0.009248327759197315,198.2272875
MCXC_J0220.9-3829,2.000270488132338,0.013467248908296958,0.0025093572009764063,18.43114363
WEIN_051,1.9980522533193048,0.013636363636363712,0.0002935420743639938,84.17726746
400d_J0956+4107,1.978464762195173,0.005110732538330499,0.0018903591682419678,
ABELL_1650,1.9708630901646014,0.11904761904761915,0.009225092250922516,
ABELL_2597,1.9620032284598976,0.030588235294117704,0.0023963133640553043,9.501068707
ABELL_0368,1.9281248936854418,0.0090909090909091,0.0016393442622950835,
MCXC_J0303.7-7752,1.9082187282359933,0.01094890510948906,0.0023547880690737853,187.0740793
ABELL_0122,1.908010921544544,0.011052631578947343,0.0011310592459605,
SDSS-C4_3072,1.8899008299515452,0.024390243902439046,0.0034364261168384914,19.70288545
ABELL_2009,1.8613087323048578,0.0013071895424836976,0.00017346053772767192,18.81080005
ABELL_0402,1.8562501966755056,0.11650310559006208,0.02837670196671709,115.2405205
ABELL_2219,1.8287405410554551,0.00442477876106195,0.0008156606851549762,258.4895274
MACS_J1206.2-0847,1.8220231256892228,0.0029999999999999723,0.0009166666666666583,54.19987647
ABELL_0598,1.8173909680816054,0.010582010582010592,0.0016820857863751066,8.320260365
SDSSCGB_08842,1.7960328927165439,0.014084507042253534,0.004207573632538574,
WHL_J102339.9+490838,1.7899331751957888,0.013888888888888902,0.00174825174825175,128.0794815
MCXC_J0532.9-3701,1.7878561246148181,0.01775636363636353,0.0038298039215686045,98.10585443
MCXC_J1558.3-1410,1.761884118737135,0.0031958762886596993,0.0002825888787602469,28.46921709
SPT-CLJ0252-4824,1.742192152231347,0.0023752969121140165,0.0007037297677691773,
ABELL_2069,1.7283747130150202,0.01724137931034484,0.0017921146953405033,297.6870895
MACS_J0455.2+0657,1.7283556266617395,,,
MCXC_J0331.1-2100,1.7275076773497313,0.010638297872340436,0.0016835016835016852,11.71767166
MACS_J0712.3+5931,1.7158808782997332,,,
MCXC_J1524.2-3154,1.7137386354364483,0.00766990291262135,0.000716228467815049,5.443683405
SPT-CL_J0509-5342,1.7109260013570466,0.0030237580993520783,0.0009569377990430706,
ABELL_2415,1.7025629607079418,0.01724137931034484,0.0009451795841209838,2.830438898
WHL_J134850.2+491801,1.6734233842857327,0.03703703703703707,0.005163511187607578,
ZwCl_0848.5+3341,1.6347306247745472,0.10512129380053903,0.028446389496717708,
MCXC_J2218.6-3853,1.633590271129068,0.03072463768115937,0.003725834797891032,132.838358
WBL_088,1.6215965359007685,0.018823529411764548,0.0003146509341199581,
ABELL_1576,1.6027282316295803,0.07885304659498195,0.0172009382329945,103.8796192
ABELL_3854,1.59841005970582,0.0047651006711410485,0.000617928633594444,103.5131467
MACS_J1311.0-0311,1.5891840101654713,0.004595141700404847,0.0015194109772422987,32.42311288
MCXC_J1234.2+0947,1.579399049083112,0.013100436681222719,0.002441008950366153,194.6084942
MACS_J1359.2-1929,1.5558389394433751,,,19.0128541
MCXC_J1852.1+5711,1.5486498532040083,0.0036697247706421795,0.0003606853020739383,9.598311305
PLCKESZ_G337.09-25.97,1.542141878213614,0.015151515151515164,0.0031645569620253194,78.31596095
MCXC_J1623.5+2634,1.5216277972156278,0.002347417840375589,0.0007012622720897622,
MaxBCG_J016.70077+01.05926,1.5165931483303634,0.0,0.0,11.75130698
SPT-CLJ0243-5930,1.502011308434814,0.0020472440944881384,0.000795107033639124,
HCG_051,1.4931416231459502,0.038461538461538367,0.000974658869395709,-7.020146224
NGC_5098_GROUP,1.4764314984457367,0.027027027027027053,0.0009643201542912256,4.79794339
SPT-CLJ0256-5617,1.4761351625802923,,,
MCXC_J0520.7-1328,1.4401017962017826,0.19402647058823527,0.04923059701492537,
ABELL_1204,1.422085980799551,0.0,0.0,14.72713447
MCXC_J0439.0+0520,1.4073877658487528,0.009615384615384625,0.0016556291390728492,6.154551865
NGC_4104_GROUP,1.3988258431828644,0.0,0.0,0.020932278
MACS_J1115.8+0129,1.3509814026146014,0.0,0.0,22.14670928
MCXC_J0035.4-2015,1.347218565566556,0.12637362637362634,0.03372434017595307,136.3763388
ABELL_3532,1.3406196656961544,0.01350909090909092,0.0007042654028436025,150.769862
400d_J0720+7108,1.3338483195854265,0.002207792207792253,0.00041429731925264856,
ZwCl_0823.2+0425,1.3313486467258282,0.0,0.0,72.06302021
