Cluster Name,Angular Separation (arcseconds),Z Separation,Z Separation over +1,K0
ZwCl_0040.8+2404,1.323429936157871,0.07228915662650609,0.005540166204986155,9.047609293
400d_J0838+1948,1.309173592773802,0.0,0.0,
2MFGC_06756,1.3021602825297787,0.0007468879668050352,0.00014504431909751286,12.46902944
400d_J0926+1242,1.2858939233607722,0.005910020449897758,0.0019408999328408354,
ABELL_1942_AND_CLUMP,1.2858169763991236,0.004464285714285718,0.0008169934640522884,67.02281585
ABELL_S1063,1.28453507144585,0.003458213256484249,0.0008908685968819854,78.78451225
NSC_J121733+033929,1.281146419558455,0.0,0.0,
MACS_J1829.0+6913,1.277496922077533,0.10206896551724146,0.01722360764754781,36.35694199
ABELL_2124,1.2696142838072573,0.0,0.0,91.07289809
NSCS_J145715+222009,1.2492632518995093,0.0,0.0,12.77931414
MACS_J1621.3+3810,1.2476238980219956,0.0,0.0,-2.413422374
SDSS_J015021.27-100530.5_GROUP,1.2358450210533447,0.0,0.0,
G139.59+24.18,1.2315906468875644,0.007407407407407414,0.0015748031496063005,32.80077881
ZwCl_0735.7+7421,1.2122480380260134,0.00046296296296291197,8.22368421052541e-05,16.13970535
ABELL_0098N,1.1725655557089816,0.013461538461538447,0.0012681159420289841,10.59804958
MACS_J2214-1359,1.1679642952742528,0.024844720496894433,0.008091706001348625,150.1977052
PLCKESZ_G167.65+17.64,1.1641963665664774,0.0,0.0,209.9787778
ABELL_1423,1.1503995482819118,0.004694835680751178,0.000824402308326464,36.91511637
3C_295,1.1370904846368832,0.0056034482758621695,0.0017759562841530374,
MCXC_J1130.0+3637,1.1128069318757035,0.06666666666666674,0.0037735849056603804,21.31577212
MCXC_J0352.9+1941,1.104728471047273,0.009174311926605512,0.000901713255184852,7.106010084
SPT-CLJ2043-5035,1.098211419707086,0.0006915629322267565,0.000290191526407397,15.84805071
ABELL_2204,1.097606525254422,0.003947368421052562,0.0005208333333333242,7.763172551
ABELL_2294,1.095442320031884,0.0005917159763314599,8.554319931566872e-05,58.44618794
LCDCS_0829,1.088429217702669,0.0015521064301551627,0.00048242591316332076,3.460229123
SPT-CLJ0324-6236,1.0793155691743301,0.020753424657534242,0.00875722543352601,
ABELL_4038,1.0526553690076512,0.02678571428571431,0.0007295719844357983,
A98ss,1.052024860367458,0.13953488372093026,0.015943312666076175,
ABELL_2556,1.048344525974982,0.014298850574712748,0.001144434222631103,12.04112375
ClG_1137.5+6625,1.046816399981625,0.20204603580562663,0.08866442199775534,
ABELL_2151,1.0153355813709726,0.05405405405405392,0.0019286403085824444,6.425500173
ABELL_2125,1.0093337611606794,0.02398373983739844,0.00473515248796149,171.2476676
Abell_2276,1.0085743243318464,0.10638297872340416,0.01314636283961436,24.17276959
ABELL_0376,1.007696396507248,0.012020833333333357,0.0005505725190839705,61.9354365
MACS_J2245.0+2637,1.0028730135180501,0.0,0.0,38.96842233
ABELL_3809,1.000892129462367,0.007419354838709711,0.00043314500941619776,10.27662856
ABELL_0141,0.9956827628896927,,,158.7828692
NSC_J125947+312215,0.993093413708855,0.11864406779661016,0.0066100094428706326,
400d_J0302-0423,0.9837746748867827,0.2628571428571428,0.06814814814814812,
ABELL_0478,0.978610929178199,0.022693181818181807,0.0018354779411764693,11.57978767
MCXC_J1750.2+3504,0.9715272207632332,0.0011695906432747248,0.00017079419299741928,-1.787093439
SDSS-C4_3062,0.9589355158527179,0.015625000000000014,0.0009398496240601512,46.65076502
WHL_J141623.8+444528,0.9577540744581345,0.08031088082901561,0.022366522366522385,18.73369098
400d_J1340+4017,0.952830292353641,0.005146198830409309,0.0007514944491887206,
MACS_J1931.8-2635,0.9448183081096156,0.0,0.0,20.74614369
ABELL_1068,0.9431353133702638,0.0,0.0,6.282632456
SPT-CL_J2344-4243,0.9368255891830745,0.03532258064516134,0.013518518518518537,
MACS_J1427.6-2521,0.930273150690479,0.0,0.0,9.473921358
MCXC_J1958.2-3011,0.9090280650739955,0.019914529914529903,0.0020859444941808405,
400d_J1641+4001,0.9074963996722921,0.003987068965517161,0.001263661202185767,
SPT-CL_J0417-4748,0.9072521568998736,0.06385322580645159,0.024437654320987642,
ABELL_2390,0.9071226986313624,0.008771929824561412,0.0016286644951140079,14.25961229
WHL_J135716.8+623249,0.9002364668794322,0.06394316163410288,0.023032629558541216,
MCXC_J2014.8-2430,0.8997023568557181,0.020745341614906893,0.002876830318690792,5.103682011
SPT-CLJ2232-5959,0.8985166535498047,0.002769360269360282,0.0010319949811794277,
400d_J0340-2840,0.8939242936221159,0.005882352941176639,0.0003745318352060032,
WARP_J2302.8+0843,0.8814399486517386,0.0,0.0,
MACS_J2229.8-2756,0.8652093266033768,0.006172839506172844,0.0015105740181268895,7.679497422
ABELL_2302,0.836346643377283,0.11254189944134077,0.017086513994910936,190.543733
MCXC_J2011.3-5725,0.8355922680077732,0.014336917562724026,0.003127443315089917,39.44110021
MACS_J0744.9+3927,0.8348941921630915,0.0014326647564469929,0.0005889281507656071,53.44326193
NGC_5044,0.8315109417920127,0.006666666666666588,5.946481665014796e-05,1.304865131
ABELL_0744,0.7921237263083587,0.0,0.0,
NGC_4325_GROUP,0.788392762373154,0.0,0.0,3.283555985
ABELL_2670,0.7804316822745165,0.026315789473684233,0.0018587360594795553,30.01158173
400d_J0245+0936,0.7781680055072341,0.018700680272108854,0.002396687009590237,
NGC_6338,0.7692496559979967,0.0,0.0,
ABELL_0611,0.7628941943571173,0.0034722222222222255,0.000776397515527951,63.67293577
ABELL_1750C,0.7609853824391626,0.2941176470588234,0.018726591760299616,159.8676236
BLOX_J1023.6+0411.1,0.7552838485801981,0.0034364261168384914,0.0007745933384972896,8.94693467
SPT-CLJ0334-4659,0.7435665943870913,0.003979381443298943,0.0012996632996632913,
ABELL_3120,0.7418027134377122,0.00869565217391289,0.0005612722170252474,17.50434053
ABELL_2734_NED01,0.7405755512113649,1.379961538461539,0.03496978557504874,25.69182371
SPT-CL_J2331-5051,0.7359948401611395,0.029071803852889773,0.010566518141311305,
SPT-CL_J2355-5056,0.7353184594395339,0.09028571428571418,0.023407407407407377,
WHL_J150407.5-024816,0.734703017140718,0.009302325581395357,0.0016460905349794251,9.077241287
NGC_1132,0.7338098841027814,0.004347826086956496,9.775171065493588e-05,-1.647523644
_EAD2007__188,0.7283451507101079,0.0,0.0,
UGC_02748,0.7277437464776024,0.0066666666666667426,0.00019417475728155558,5.953177375
ZwCl_0857.9+2107,0.7214991435121332,0.026086956521739032,0.004878048780487787,18.93321712
ABELL_2261,0.7175159573585184,0.004464285714285718,0.0008169934640522884,41.81764847
ABELL_1682,0.7054051812105581,0.008547008547008555,0.0016207455429497583,
PLCKESZ_G304.84-41.42,0.697306959909494,0.4512195121951219,0.13120567375886524,-48.26712337
MACS_J0011.7-1523,0.6951175781417609,0.002645502645502648,0.0007256894049346885,7.905560331
HCG_037,0.6878519972086328,0.0454545454545455,0.000978473581213308,
Abell_223,0.6616577941671347,0.030971014492753624,0.005311516155758078,101.8081873
2MASX_J13312961+1107566,0.6335285868177404,0.01696202531645562,0.0012418906394809953,4.504181776
SPT-CLJ0106-5943,0.6309272858076621,0.006034482758620823,0.001557863501483714,
MACS_J1720.2+3536,0.6240563974664949,0.010230179028133002,0.0028756290438533456,12.31214016
ABELL_0562,0.6135152533262722,0.01604545454545457,0.0015900900900900925,122.5373763
ABELL_2550,0.6058009844910892,0.011593495934959322,0.001269813000890469,-0.844610628
MACS_J0429.6-0253,0.6055760983740122,0.005012531328320806,0.0014295925661186575,12.16901712
ABELL_3528B,0.5846922697696763,0.03264150943396231,0.0016429249762583119,15.26070757
NGC_3551,0.5748168504764148,0.0,0.0,-21.01900584
UGC_05088_GROUP,0.5583169592155961,0.0,0.0,3.27476934
MACS_J1359.2-1929,0.5495139373230922,,,19.0128541
ABELL_1930,0.5447985597577432,0.0,0.0,-3.706592038
NSC_J084254+292723,0.5442128397816913,0.002061855670103152,0.00033500837520938985,22.86283864
MCXC_J1947.3-7623,0.5422288037046368,0.0021658986175115123,0.00038619556285948904,17.50251407
ABELL_3653,0.5326663655000823,0.008256880733944936,0.0008115419296663643,174.8214381
CGCG_514-050,0.5292258203677891,0.01800000000000004,0.0003008849557522131,0.931888027
2MASSi_J0913454+405628,0.5284495642996921,0.0,0.0,23.53436616
400d_J1206-0744,0.5269687004175329,0.03970588235294129,0.0025280898876404567,
UGCl_120,0.5172560320420262,0.06896551724137925,0.0019436345966958198,-2.57587068
MACS_J2046.0-3430,0.5074805235163645,0.00472813238770686,0.0014054813773717511,6.476170253
WHL_J135949.5+623047,0.4853445198146261,0.01552795031055902,0.0037821482602118034,21.23812114
ABELL_0907,0.4829333686938604,0.0,0.0,
NGC_3402_GROUP,0.48165213208842544,0.09799999999999995,0.0014482758620689648,1.665973716
MACS_J1532.8+3021,0.46899288544905543,0.04927536231884063,0.012639405204460979,13.36477019
HCG_097,0.4284018002745211,0.7727272727272727,0.016634050880626222,-2.964822349
GALEX_J094712.4+762313,0.42391643851345684,0.025423728813559344,0.006646971935007391,25.08675322
ABELL_0697,0.399027609497387,0.0009929078014184487,0.0002184087363494559,229.6453803
ESO3060170-A,0.37595537754841585,0.006111111111111055,0.00021235521235521038,2.005363378
MACS_J2140.2-2339,0.3752670576972977,0.0,0.0,12.92757068
ABELL_1689,0.37121735039440695,0.2131147540983607,0.032967032967032975,61.84116258
ABELL_3378,0.368379207483699,0.0014893617021277713,0.000184049079754615,8.527680874
ABELL_3074,0.36772094000470273,0.005205479452054677,0.00035414725069896687,
OC02_J1701+6412,0.35796988614492725,0.0022075055187637986,0.0006882312456985553,
ABELL_3444,0.3547265245705191,0.284505928853755,0.05744612928970472,20.76242033
ABELL_1664,0.3353473705909966,0.006039062499999968,0.0006852836879432587,14.13075393
GMBCG_J215.94948+24.07846,0.3283828630747207,0.005524861878453043,0.0019442644199611162,5.560099115
MCXC_J0547.0-3904,0.3273088606433751,0.0,0.0,10.80401907
ABELL_3330,0.315813725348475,0.0021413043478261166,0.0001804029304029329,
NGC_6269,0.3026589094600135,0.005714285714285877,0.00019323671497585096,1.305026813
ABELL_2107,0.2983005213047204,0.024390243902439046,0.0009606147934678204,10.15509819
SDSS-C4-DR3_3144,0.27060899561474316,0.0,0.0,3.097459609
MCXC_J0819.6+6336,0.24624345239945838,0.005798319327731061,0.0006166219839142057,6.463592112
SSGC_081,0.24118737399219395,0.002799999999999886,0.0001333333333333279,44.51237147
SDSS_+137.3+11.0+0.18,0.2354890228787353,0.022222222222222244,0.0033898305084745796,88.19962308
UGC_00842,0.23189261246110562,0.0,0.0,-22.63176688
MCXC_J0152.5-2853,0.19071889384221552,,,
ABELL_0383,0.18633882201588997,0.010213903743315482,0.0016090985678180244,10.28028318
MACS_J0712.3+5931,0.17934019190645625,,,
ABELL_0963,0.17410086228279514,0.0,0.0,39.10470477
ABELL_2627,0.14644119111452822,0.0,0.0,
MCXC_J0301.6+0155,0.1312295355919944,0.029411764705882214,0.004273504273504254,12.1807027
WBL_671,0.11998913041254099,0.005882352941176367,0.00028544243577544693,-10.88920697
MCXC_J0443.1+0210,0.10798243745120956,0.01578947368421054,0.002521008403361347,
MACS_J0242.6-2132,0.06168386106838408,0.0,0.0,9.401549373
WHL_J142716.1+440730,0.058638209413949836,0.024096385542168697,0.008010680907877177,12.5949367
NSCS_J000619+105206,0.030836002390555364,0.016766467065868245,0.0023993144815766896,58.42810639
RCS_J2318.5+0034,,,,
SDSS-C4-DR3_3018,,,,130.9021778
